Index,brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,car_age,horsepower,engine_size,cylinder_count
1951,Jeep,109000,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,7599,10,158.0,2.0,4.0
1952,INFINITI,71097,Gasoline,Automatic,Black,Black,None reported,Yes,18995,11,325.0,3.7,6.0
1953,BMW,76309,Gasoline,Automatic,Silver,Black,Unknown,Unknown,12000,12,300.0,3.0,6.0
1954,Tesla,26609,Unknown,Automatic,Grey,Other,None reported,Unknown,36998,7,,,
1955,Land,4126,Hybrid,Automatic,Black,Other,Unknown,Unknown,155000,2,395.0,3.0,6.0
1956,Nissan,160490,Unknown,Manual,Grey,Black,None reported,Yes,15500,29,,,
1957,Cadillac,80400,Gasoline,Automatic,Silver,Black,Accident reported,Yes,15000,11,202.0,2.5,4.0
1958,Toyota,123620,Gasoline,Automatic,Black,Black,Accident reported,Yes,9900,15,179.0,2.5,4.0
1959,Acura,187883,Gasoline,Automatic,Red,Other,None reported,Yes,5500,14,201.0,2.4,4.0
1960,Mercedes-Benz,45000,Gasoline,Automatic,Black,Black,None reported,Yes,133000,5,416.0,4.0,8.0
1961,Honda,25420,Gasoline,Automatic,Red,Grey,None reported,Yes,24500,3,158.0,2.0,4.0
1962,BMW,129999,Gasoline,Manual,White,Black,None reported,Yes,29999,14,414.0,4.0,8.0
1963,BMW,41048,Gasoline,Unknown,Grey,Other,None reported,Yes,38490,17,414.0,4.0,8.0
1964,Nissan,72500,Gasoline,Manual,Brown,Black,None reported,Yes,6750,15,122.0,1.8,4.0
1965,RAM,143390,Gasoline,Automatic,White,Other,None reported,Yes,13000,11,280.0,3.6,6.0
1966,Acura,68425,Gasoline,Automatic,Grey,Other,Accident reported,Yes,23500,7,279.0,3.5,6.0
1967,Toyota,95000,Gasoline,Automatic,Silver,Brown,None reported,Yes,33000,7,270.0,4.0,6.0
1968,RAM,29000,Gasoline,Automatic,Grey,Black,Accident reported,Yes,49500,6,395.0,5.7,8.0
1969,Chevrolet,145000,Gasoline,Automatic,Blue,Black,None reported,Yes,22000,22,350.0,5.7,8.0
1970,Land,29700,Hybrid,Automatic,Green,Black,Unknown,Unknown,68000,5,395.0,3.0,6.0
1971,Jeep,98658,Gasoline,Automatic,White,Grey,None reported,Yes,14995,14,360.0,5.7,8.0
1972,Volvo,97615,Gasoline,Automatic,Black,Grey,None reported,Yes,10500,16,281.0,3.0,6.0
1973,Porsche,36000,Gasoline,Automatic,Black,Other,None reported,Yes,37000,11,400.0,4.8,8.0
1974,Mazda,61874,Gasoline,Automatic,Black,Black,None reported,Yes,22389,4,,2.5,
1975,Chrysler,74582,E85 Flex Fuel,Automatic,Black,Other,None reported,Yes,8500,13,283.0,3.6,6.0
1976,INFINITI,51500,Gasoline,Automatic,Grey,Black,None reported,Yes,23900,12,325.0,3.7,6.0
1977,Toyota,193827,Gasoline,Automatic,Silver,Black,None reported,Yes,14950,18,239.0,4.0,6.0
1978,Chevrolet,53433,Gasoline,Automatic,Blue,Grey,None reported,Yes,36950,6,355.0,5.3,8.0
1979,Mercedes-Benz,103000,Gasoline,Automatic,Silver,Black,Accident reported,Yes,40000,13,451.0,6.3,8.0
1980,BMW,59000,Gasoline,Unknown,Black,Brown,Accident reported,Yes,20999,9,240.0,2.0,4.0
1981,Lexus,82000,Gasoline,Automatic,Grey,Brown,None reported,Yes,32900,8,301.0,4.6,8.0
1982,Porsche,60000,Gasoline,Automatic,Grey,Black,None reported,Yes,45000,9,310.0,3.6,6.0
1983,Cadillac,93971,Gasoline,Automatic,White,Other,None reported,Yes,47000,8,420.0,6.2,8.0
1984,Lexus,62600,Gasoline,Unknown,Grey,Red,None reported,Yes,27500,10,306.0,3.5,6.0
1985,Mercedes-Benz,84450,Gasoline,Automatic,Grey,Other,None reported,Yes,19000,11,302.0,3.5,6.0
1986,Audi,18099,Hybrid,Automatic,Grey,Grey,None reported,Unknown,40798,3,,,
1987,Mercedes-Benz,76500,Gasoline,Automatic,Silver,Black,None reported,Yes,17999,11,302.0,3.5,6.0
1988,Chevrolet,74000,Gasoline,Automatic,Yellow,Black,None reported,Yes,19800,8,275.0,2.0,4.0
1989,RAM,15607,Gasoline,Automatic,Silver,Black,None reported,Unknown,45999,3,,5.7,
1990,Chevrolet,111095,E85 Flex Fuel,Automatic,White,Black,Accident reported,Yes,26000,11,355.0,5.3,8.0
1991,Toyota,37216,Gasoline,Automatic,Red,Other,Accident reported,Yes,14995,18,210.0,3.3,6.0
1992,Jaguar,25786,Gasoline,Automatic,Blue,Grey,None reported,Yes,38500,10,380.0,3.0,6.0
1993,Jeep,15520,Gasoline,Automatic,Grey,Black,None reported,Yes,40459,4,,3.6,
1994,RAM,49583,Gasoline,Automatic,Silver,Black,None reported,Unknown,42816,4,,5.7,
1995,Porsche,97300,Diesel,Automatic,Black,Black,None reported,Yes,29995,10,240.0,3.0,6.0
1996,Chevrolet,89000,Gasoline,Automatic,Silver,Black,None reported,Yes,10400,23,200.0,3.8,6.0
1997,Porsche,52111,Gasoline,Automatic,Black,Black,Accident reported,Yes,37500,10,420.0,3.6,6.0
1998,Dodge,75800,Gasoline,Automatic,Grey,Black,None reported,Unknown,35998,6,,,
1999,Lexus,113500,Gasoline,Automatic,Red,Other,Accident reported,Yes,11000,15,272.0,3.5,6.0
2000,Audi,155382,Gasoline,Automatic,Brown,Grey,Accident reported,Yes,13500,10,200.0,2.0,4.0
2001,Mercedes-Benz,49643,Gasoline,Automatic,White,Black,Accident reported,Yes,33995,9,402.0,4.7,8.0
2002,BMW,76474,Gasoline,Unknown,White,Black,None reported,Yes,32000,10,445.0,4.4,8.0
2003,Porsche,10431,Gasoline,Automatic,Red,Black,None reported,Yes,50999,9,275.0,2.7,6.0
2004,INFINITI,190120,Gasoline,Automatic,Grey,Black,Accident reported,Yes,12500,16,390.0,5.0,8.0
2005,Ford,92000,Gasoline,Automatic,Grey,Black,None reported,Yes,29999,5,375.0,3.5,6.0
2006,Chevrolet,24000,Gasoline,Manual,Yellow,Black,None reported,Yes,32000,8,335.0,3.6,6.0
2007,RAM,25396,Gasoline,Automatic,Other,Black,None reported,Yes,43250,5,,5.7,
2008,Chevrolet,167000,Gasoline,Automatic,White,Grey,Accident reported,Yes,6500,24,300.0,6.0,8.0
2009,RAM,18645,Gasoline,Automatic,Black,Black,None reported,Yes,49700,3,,5.7,
2010,Porsche,28470,Gasoline,Unknown,White,Black,Accident reported,Yes,147500,7,540.0,3.8,6.0
2011,Ford,54000,Gasoline,Automatic,White,Black,None reported,Yes,23999,9,300.0,3.7,6.0
2012,Hyundai,83000,Gasoline,Manual,Blue,Grey,None reported,Yes,2900,22,104.0,1.6,4.0
2013,Audi,10071,Hybrid,Automatic,Black,Black,None reported,Unknown,40598,3,,,
2014,Ford,43329,Gasoline,Automatic,Grey,Black,None reported,Yes,43642,4,,3.5,
2015,Lexus,51400,Gasoline,Automatic,Silver,Grey,None reported,Yes,43000,10,467.0,5.0,8.0
2016,Chevrolet,153800,E85 Flex Fuel,Automatic,Silver,Black,Accident reported,Yes,23000,10,355.0,5.3,8.0
2017,Land,9000,Gasoline,Automatic,Green,Grey,None reported,Yes,115000,3,575.0,5.0,8.0
2018,Dodge,10800,Gasoline,Manual,Silver,Black,None reported,Yes,65499,22,500.0,8.3,10.0
2019,RAM,10458,Gasoline,Automatic,Red,Black,None reported,Yes,48815,5,,5.7,
2020,BMW,84709,Gasoline,Automatic,Silver,Grey,None reported,Yes,13800,11,240.0,2.0,4.0
2021,Mercedes-Benz,33500,Gasoline,Automatic,Red,Black,None reported,Yes,45770,6,385.0,3.0,6.0
2022,BMW,98000,Gasoline,Unknown,Black,Orange,None reported,Yes,32999,10,425.0,3.0,6.0
2023,BMW,94653,Gasoline,Automatic,Green,Green,Accident reported,Yes,7300,17,360.0,4.8,8.0
2024,Ford,9281,Gasoline,Automatic,Black,Black,None reported,Yes,85000,2,440.0,3.5,6.0
2025,Chevrolet,11806,Gasoline,Automatic,White,Black,None reported,Yes,47000,2,310.0,3.6,6.0
2026,Mercedes-Benz,70015,Unknown,Automatic,Grey,Grey,None reported,Yes,22500,32,,,
2027,Cadillac,48613,Gasoline,Automatic,Black,Black,Accident reported,Yes,61500,5,420.0,6.2,8.0
2028,RAM,2990,Diesel,Automatic,White,Black,Accident reported,Yes,69900,2,400.0,6.7,6.0
2029,Audi,124747,Gasoline,Unknown,Silver,Black,None reported,Yes,6900,20,180.0,1.8,4.0
2030,RAM,24000,Hybrid,Automatic,Silver,Black,None reported,Yes,42000,4,395.0,5.7,8.0
2031,Mazda,113000,Gasoline,Automatic,Grey,Black,None reported,Yes,5499,16,244.0,2.3,4.0
2032,INFINITI,89106,Gasoline,Unknown,White,Other,None reported,Yes,18000,8,295.0,3.5,6.0
2033,Ford,22000,E85 Flex Fuel,Automatic,Other,Black,Accident reported,Yes,53000,8,385.0,6.2,8.0
2034,Jeep,20472,Gasoline,Automatic,Red,Black,None reported,Unknown,28298,3,,2.4,
2035,INFINITI,8600,Gasoline,Automatic,Black,Brown,Unknown,Unknown,78990,2,400.0,5.6,8.0
2036,Chevrolet,4753,Gasoline,Automatic,White,Black,None reported,Yes,57000,3,355.0,5.3,8.0
2037,Hyundai,65000,Gasoline,Automatic,Grey,Black,Unknown,Unknown,8900,15,210.0,2.0,4.0
2038,Chevrolet,15000,Gasoline,Manual,Blue,Grey,None reported,Yes,43500,4,455.0,6.2,8.0
2039,Chevrolet,229000,Diesel,Automatic,Green,Other,Accident reported,Yes,19500,28,180.0,6.5,8.0
2040,Audi,42400,Diesel,Automatic,Silver,Black,None reported,Yes,26500,11,240.0,3.0,6.0
2041,Land,15840,Gasoline,Automatic,White,Black,None reported,Yes,69900,2,296.0,2.0,4.0
2042,Porsche,76200,Gasoline,Unknown,Grey,Other,None reported,Yes,42000,9,420.0,3.6,6.0
2043,Chevrolet,105667,Gasoline,Automatic,Black,Other,None reported,Yes,39000,6,355.0,5.3,8.0
2044,Chevrolet,51338,Gasoline,Automatic,White,Black,None reported,Yes,49900,6,355.0,5.3,8.0
2045,Dodge,76857,Gasoline,Manual,Black,Black,Accident reported,Yes,8100,9,160.0,2.0,4.0
2046,Ford,80200,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,42500,6,385.0,6.2,8.0
2047,Toyota,244200,Gasoline,Automatic,White,Other,Accident reported,Yes,3950,23,240.0,4.7,8.0
2048,Ford,38560,Gasoline,Manual,Black,Black,Accident reported,Yes,28500,11,420.0,5.0,8.0
2049,Chevrolet,12500,Gasoline,Unknown,Yellow,Black,None reported,Yes,84999,5,490.0,6.2,8.0
2050,Hyundai,45303,Gasoline,Automatic,White,Black,None reported,Yes,20999,9,348.0,3.8,6.0
2051,Ford,110000,Gasoline,Manual,Silver,Grey,None reported,Yes,9495,11,252.0,2.0,4.0
2052,Cadillac,66200,Gasoline,Automatic,Black,Black,None reported,Yes,16499,14,270.0,3.0,6.0
2053,Subaru,71000,Gasoline,Manual,Red,Black,None reported,Yes,14900,22,165.0,2.5,4.0
2054,Toyota,81301,Gasoline,Automatic,Black,Black,None reported,Yes,30275,6,,3.5,
2055,Chevrolet,7033,Gasoline,Automatic,White,Black,None reported,Yes,63900,6,460.0,6.2,8.0
2056,Dodge,36000,Gasoline,Automatic,Grey,Red,None reported,Yes,62000,5,475.0,6.4,8.0
2057,Acura,116000,Gasoline,Manual,Silver,Black,Accident reported,Yes,9000,15,201.0,2.4,4.0
2058,Chevrolet,42780,Gasoline,Unknown,Black,Black,Accident reported,Yes,41100,7,455.0,6.2,8.0
2059,BMW,39886,Gasoline,Unknown,Black,Red,Accident reported,Yes,26000,11,315.0,3.0,6.0
2060,Audi,151400,Gasoline,Unknown,Grey,Black,None reported,Yes,15400,11,333.0,3.0,6.0
2061,Alfa,48000,Gasoline,Automatic,Red,Black,None reported,Yes,20500,8,280.0,2.0,4.0
2062,Toyota,8727,Gasoline,Automatic,Other,Black,None reported,Unknown,44596,2,,2.4,
2063,Rolls-Royce,79000,Gasoline,Automatic,Black,White,Accident reported,Yes,80300,14,563.0,6.6,12.0
2064,Dodge,54000,Gasoline,Automatic,Grey,Black,None reported,Yes,34000,5,372.0,5.7,8.0
2065,Porsche,110000,Gasoline,Automatic,White,White,Accident reported,Yes,25900,9,300.0,3.6,6.0
2066,Chevrolet,49688,Unknown,Automatic,Blue,Grey,None reported,Yes,24900,5,200.0,,
2067,Mercedes-Benz,14000,Gasoline,Automatic,Black,Other,None reported,Yes,48000,5,208.0,2.0,4.0
2068,Dodge,5000,Gasoline,Unknown,Grey,Black,None reported,Yes,110000,2,717.0,6.2,8.0
2069,Chevrolet,11597,Gasoline,Automatic,Silver,Black,None reported,Unknown,68590,3,,6.2,
2070,Mercedes-Benz,86101,Gasoline,Automatic,Grey,Red,Accident reported,Yes,72777,8,577.0,5.5,8.0
2071,Chevrolet,58816,Gasoline,Automatic,Black,Black,None reported,Unknown,36590,8,,5.3,
2072,Lexus,77856,Gasoline,Automatic,Silver,Black,None reported,Yes,30919,9,,3.5,
2073,Lamborghini,20069,Gasoline,Automatic,Other,Other,None reported,Unknown,229900,4,,4.0,
2074,GMC,115282,Gasoline,Automatic,Red,Other,Accident reported,Yes,12433,10,,3.6,
2075,Porsche,30700,Gasoline,Automatic,White,Black,None reported,Yes,138999,9,475.0,3.8,6.0
2076,MINI,103726,Gasoline,Manual,Red,Grey,Accident reported,Yes,5995,22,115.0,1.6,4.0
2077,Mazda,39800,Gasoline,Unknown,Blue,Black,None reported,Yes,13250,17,158.0,2.0,4.0
2078,Toyota,79500,Gasoline,Automatic,White,Black,None reported,Yes,33333,6,270.0,4.0,6.0
2079,Toyota,165520,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,9000,17,270.0,3.5,6.0
2080,BMW,92000,Gasoline,Unknown,Black,Black,Accident reported,Yes,24000,11,445.0,4.4,8.0
2081,Hyundai,1500,Gasoline,Unknown,Green,Black,None reported,Yes,55000,2,291.0,3.8,6.0
2082,Pontiac,38100,Gasoline,Manual,Orange,Black,None reported,Yes,19950,17,260.0,2.0,4.0
2083,Land,42125,Gasoline,Unknown,White,Black,None reported,Yes,38999,7,237.0,2.0,4.0
2084,Porsche,86818,Diesel,Unknown,Silver,Black,None reported,Yes,33500,11,240.0,3.0,6.0
2085,BMW,3490,Gasoline,Automatic,Grey,Black,None reported,Yes,95580,2,503.0,3.0,6.0
2086,Toyota,111300,Gasoline,Unknown,Gold,Other,None reported,Yes,7900,17,268.0,3.5,6.0
2087,BMW,98200,Gasoline,Automatic,White,Black,None reported,Yes,27000,14,414.0,4.0,8.0
2088,Porsche,42500,Gasoline,Automatic,Black,Other,Accident reported,Yes,53999,7,330.0,3.0,6.0
2089,Jeep,171000,Gasoline,Manual,White,Black,Accident reported,Yes,15000,24,181.0,4.0,6.0
2090,Honda,11649,Gasoline,Automatic,Black,Black,Unknown,Unknown,39999,2,280.0,3.5,6.0
2091,Mercedes-Benz,24933,Gasoline,Unknown,Silver,Red,Accident reported,Yes,40250,12,429.0,4.6,8.0
2092,Audi,99769,Gasoline,Manual,Grey,White,None reported,Yes,29995,18,420.0,4.2,8.0
2093,Toyota,16156,Gasoline,Automatic,Blue,Other,None reported,Unknown,39390,3,,3.5,
2094,Mercedes-Benz,67250,Gasoline,Automatic,White,Other,None reported,Yes,11900,17,268.0,3.5,6.0
2095,GMC,30022,Gasoline,Automatic,Blue,Black,Accident reported,Yes,74500,4,420.0,6.2,8.0
2096,Porsche,42596,Gasoline,Unknown,Black,Black,None reported,Yes,78000,8,440.0,2.9,6.0
2097,Ford,33705,Gasoline,Automatic,White,Other,Accident reported,Yes,36995,4,,2.3,
2098,Land,63300,Gasoline,Automatic,White,Brown,None reported,Yes,31000,9,340.0,3.0,6.0
2099,Acura,4700,Gasoline,Automatic,Red,Black,None reported,Yes,52000,2,355.0,3.0,6.0
2100,Toyota,27256,Gasoline,Unknown,Black,Black,None reported,Unknown,42998,5,,,
2101,Hummer,107481,Gasoline,Automatic,White,Black,None reported,Yes,13500,15,239.0,3.7,5.0
2102,Tesla,61700,Unknown,Automatic,White,Black,None reported,Yes,25900,7,271.0,,
2103,Volvo,94000,Unknown,Automatic,White,Black,None reported,Yes,4500,30,,,
2104,Jeep,128000,Gasoline,Automatic,Grey,Black,None reported,Yes,26800,8,285.0,3.6,6.0
2105,Chevrolet,26000,Gasoline,Automatic,White,Black,None reported,Yes,39000,7,455.0,6.2,8.0
2106,Audi,74000,Gasoline,Automatic,Blue,Grey,None reported,Yes,29950,10,420.0,4.0,8.0
2107,Audi,54900,Gasoline,Manual,White,Brown,Unknown,Unknown,28900,13,360.0,2.5,5.0
2108,INFINITI,141775,Gasoline,Unknown,White,Other,None reported,Yes,11500,13,400.0,5.6,8.0
2109,Volkswagen,63250,Gasoline,Automatic,Yellow,Yellow,None reported,Yes,12000,24,115.0,2.0,4.0
2110,Audi,13895,Hybrid,Automatic,Grey,Black,None reported,Unknown,44998,3,,,
2111,Lamborghini,10654,Gasoline,Automatic,White,Other,None reported,Unknown,449991,8,,6.5,
2112,Ford,35900,E85 Flex Fuel,Unknown,Blue,Grey,Accident reported,Yes,27900,11,385.0,6.2,8.0
2113,GMC,48306,Gasoline,Automatic,White,Black,Accident reported,Yes,71999,3,,6.2,
2114,Audi,125000,Gasoline,Automatic,Black,Black,None reported,Yes,10500,13,211.0,2.0,4.0
2115,Dodge,37700,Unknown,Automatic,Black,Black,Accident reported,Yes,38000,9,,,
2116,Tesla,103000,Unknown,Automatic,Black,White,None reported,Yes,36000,8,,,
2117,Mazda,45303,Gasoline,Automatic,White,White,None reported,Unknown,25382,4,,2.5,
2118,Lexus,53900,Gasoline,Automatic,Red,Other,None reported,Yes,27500,9,268.0,3.5,6.0
2119,Jeep,54000,Gasoline,Automatic,Green,Grey,None reported,Yes,20000,17,202.0,3.8,6.0
2120,Chevrolet,129000,Gasoline,Automatic,White,Other,None reported,Yes,17950,18,366.0,6.0,8.0
2121,Jeep,10232,Gasoline,Automatic,Black,Black,None reported,Yes,44646,3,,3.6,
2122,Acura,3708,Gasoline,Automatic,White,Other,None reported,Unknown,58998,2,,,
2123,Nissan,167000,Gasoline,Automatic,Black,Other,Unknown,Unknown,14500,7,284.0,3.5,6.0
2124,Tesla,37000,Unknown,Automatic,Grey,Black,None reported,Yes,58000,6,518.0,,
2125,Subaru,10419,Gasoline,Unknown,White,Black,Accident reported,Unknown,24998,3,,2.0,
2126,Audi,96238,Gasoline,Unknown,Black,Black,Accident reported,Yes,22500,11,420.0,4.0,8.0
2127,Subaru,12700,Gasoline,Automatic,White,Other,None reported,Yes,38500,3,260.0,2.4,4.0
2128,Chevrolet,244000,E85 Flex Fuel,Automatic,Grey,Grey,None reported,Yes,16900,18,320.0,5.3,8.0
2129,Porsche,124000,Gasoline,Automatic,White,Other,None reported,Yes,25000,10,420.0,3.6,6.0
2130,BMW,123000,Gasoline,Automatic,Purple,Black,None reported,Yes,15000,16,300.0,3.0,6.0
2131,GMC,24900,Gasoline,Automatic,Black,Black,None reported,Yes,49900,3,310.0,2.7,4.0
2132,Ford,95500,Gasoline,Unknown,Black,Black,None reported,Yes,20000,9,365.0,3.5,6.0
2133,Cadillac,4283,Gasoline,Automatic,Black,Other,None reported,Yes,479995,4,,6.2,
2134,Lexus,48300,Gasoline,Automatic,White,Red,None reported,Yes,82000,4,383.0,5.7,8.0
2135,BMW,94000,Gasoline,Manual,Grey,Red,None reported,Yes,25999,17,414.0,4.0,8.0
2136,Nissan,183000,Gasoline,Automatic,Black,Grey,Accident reported,Yes,12000,14,261.0,4.0,6.0
2137,Ford,126225,Hybrid,Automatic,Silver,Black,Accident reported,Yes,11500,12,188.0,2.0,4.0
2138,Volkswagen,87892,Gasoline,Manual,Grey,Black,None reported,Yes,16000,9,210.0,2.0,4.0
2139,Cadillac,45000,Gasoline,Automatic,Red,Black,None reported,Yes,41500,13,556.0,6.2,8.0
2140,Aston,1023,Gasoline,Automatic,Blue,Brown,None reported,Yes,156900,3,503.0,4.0,8.0
2141,Lexus,106000,Gasoline,Automatic,Black,Other,None reported,Yes,37500,10,301.0,4.6,8.0
2142,GMC,51300,Gasoline,Automatic,Black,Black,Accident reported,Yes,25500,6,193.0,2.5,4.0
2143,Ford,30176,Gasoline,Automatic,Black,Other,None reported,Yes,28979,4,,1.5,
2144,Nissan,27598,Gasoline,Automatic,Black,Black,None reported,Unknown,39884,4,,5.6,
2145,Volkswagen,107000,Gasoline,Automatic,Black,Other,None reported,Yes,9499,13,170.0,2.5,5.0
2146,Land,17500,Gasoline,Automatic,Black,Black,None reported,Yes,65000,6,518.0,5.0,8.0
2147,RAM,117878,Diesel,Unknown,Red,Black,None reported,Yes,42000,8,350.0,6.7,6.0
2148,Nissan,138700,Gasoline,Automatic,Grey,Black,Accident reported,Yes,7000,15,265.0,3.5,6.0
2149,Cadillac,152068,E85 Flex Fuel,Automatic,White,Black,Accident reported,Yes,12350,16,403.0,6.2,8.0
2150,BMW,77000,Gasoline,Unknown,White,Red,Accident reported,Yes,26999,9,240.0,2.0,4.0
2151,Ford,26000,Gasoline,Manual,Grey,Black,None reported,Yes,37000,8,350.0,2.3,4.0
2152,Lexus,131200,Hybrid,Automatic,Brown,Brown,None reported,Yes,14000,11,134.0,1.8,4.0
2153,Buick,83280,Gasoline,Automatic,Silver,Other,None reported,Unknown,20599,8,,3.6,
2154,BMW,59000,Gasoline,Manual,Grey,Black,None reported,Yes,53500,10,425.0,3.0,6.0
2155,Volkswagen,15500,Gasoline,Automatic,Silver,Black,None reported,Yes,30000,5,268.0,2.0,4.0
2156,BMW,90000,Gasoline,Automatic,White,Red,None reported,Yes,19950,12,300.0,3.0,6.0
2157,INFINITI,94000,Gasoline,Unknown,White,Grey,Accident reported,Yes,10995,19,280.0,3.5,6.0
2158,Hummer,63750,Gasoline,Automatic,White,Black,Accident reported,Yes,55000,17,393.0,6.2,8.0
2159,Mercedes-Benz,95500,Gasoline,Automatic,Black,Other,Accident reported,Yes,15990,14,228.0,3.0,6.0
2160,Acura,37900,Gasoline,Automatic,White,Black,None reported,Yes,26000,6,201.0,2.4,4.0
2161,Porsche,13250,Gasoline,Automatic,Brown,Grey,None reported,Yes,154900,10,475.0,3.8,6.0
2162,RAM,76249,Gasoline,Automatic,Black,Brown,Accident reported,Unknown,40995,6,,5.7,
2163,BMW,81000,Gasoline,Manual,Blue,Grey,None reported,Yes,39000,24,333.0,3.2,6.0
2164,Chevrolet,37806,Gasoline,Automatic,Black,Black,None reported,Yes,60894,3,355.0,5.3,8.0
2165,Dodge,151544,Gasoline,Automatic,Brown,Grey,Accident reported,Yes,17700,15,355.0,5.7,8.0
2166,Chevrolet,60345,Gasoline,Automatic,Yellow,Black,None reported,Yes,26950,13,400.0,6.2,8.0
2167,Dodge,90305,Gasoline,Automatic,Grey,Black,None reported,Yes,12000,15,250.0,3.5,6.0
2168,Jeep,13275,Gasoline,Automatic,Red,Black,None reported,Unknown,42599,3,,3.6,
2169,Chevrolet,8660,Gasoline,Automatic,White,Black,None reported,Yes,45000,7,455.0,6.2,8.0
2170,Ford,28220,Diesel,Automatic,Silver,Black,None reported,Yes,73600,4,475.0,6.7,8.0
2171,Ford,97700,Diesel,Automatic,Black,Other,None reported,Yes,39950,10,440.0,6.7,8.0
2172,Chevrolet,4200,Gasoline,Automatic,White,Black,None reported,Yes,98000,2,490.0,6.2,8.0
2173,Bentley,27404,Gasoline,Automatic,Other,Other,None reported,Unknown,199991,5,,4.0,
2174,Lincoln,100000,Gasoline,Unknown,White,White,None reported,Yes,24000,9,240.0,2.0,4.0
2175,Ford,333361,Diesel,Automatic,Black,Other,Accident reported,Yes,17000,24,250.0,7.3,8.0
2176,Land,63295,Gasoline,Automatic,Blue,White,None reported,Yes,29993,7,340.0,3.0,6.0
2177,Land,3000,Gasoline,Automatic,Black,Black,None reported,Yes,96500,3,518.0,5.0,8.0
2178,Chevrolet,102604,E85 Flex Fuel,Automatic,Grey,Grey,None reported,Yes,25500,11,355.0,5.3,8.0
2179,Mercedes-Benz,39800,Gasoline,Automatic,White,Red,None reported,Yes,99000,8,563.0,5.5,8.0
2180,Ford,124000,E85 Flex Fuel,Automatic,White,Grey,None reported,Yes,40100,6,385.0,6.2,8.0
2181,Tesla,12080,Unknown,Automatic,Black,Black,None reported,Yes,36750,3,271.0,,
2182,Lexus,39300,Gasoline,Unknown,Black,Black,None reported,Yes,69500,7,383.0,5.7,8.0
2183,INFINITI,51000,Gasoline,Automatic,Grey,Other,Accident reported,Yes,29000,6,295.0,3.5,6.0
2184,Rivian,250,Unknown,Automatic,Green,Black,Unknown,Unknown,97500,2,835.0,,
2185,Land,67000,Gasoline,Automatic,Grey,Other,None reported,Yes,35999,8,340.0,3.0,6.0
2186,INFINITI,95400,Gasoline,Automatic,White,Other,Unknown,Unknown,14195,11,265.0,3.5,6.0
2187,Hyundai,136991,Gasoline,Automatic,Grey,Grey,None reported,Yes,11000,12,198.0,2.4,4.0
2188,Toyota,3959,Gasoline,Automatic,Blue,Grey,None reported,Yes,55000,3,389.0,3.4,6.0
2189,Jeep,47500,Gasoline,Automatic,Purple,Black,None reported,Yes,31000,5,293.0,3.6,6.0
2190,Ford,176691,Diesel,Automatic,White,Other,Accident reported,Yes,13000,20,325.0,6.0,8.0
2191,Tesla,33000,Unknown,Automatic,Red,White,None reported,Yes,55000,4,455.0,,
2192,Mercedes-Benz,34600,Gasoline,Unknown,Black,Black,None reported,Yes,27500,11,402.0,4.7,8.0
2193,RAM,84500,Gasoline,Automatic,Black,Grey,None reported,Yes,34000,11,410.0,6.4,8.0
2194,Kia,36100,Hybrid,Automatic,Black,White,None reported,Yes,37500,3,227.0,1.6,4.0
2195,Hyundai,92225,Gasoline,Automatic,Black,Black,Accident reported,Yes,17000,10,311.0,3.8,6.0
2196,Jeep,17500,Gasoline,Automatic,Silver,Black,None reported,Yes,25695,5,180.0,2.4,4.0
2197,Ford,114323,Gasoline,Automatic,Black,Black,None reported,Yes,6000,14,175.0,2.5,4.0
2198,Toyota,92000,Gasoline,Automatic,Other,Black,None reported,Yes,27500,11,260.0,4.0,6.0
2199,BMW,29025,Gasoline,Automatic,Black,Black,None reported,Unknown,29998,7,,,
2200,Dodge,17000,Gasoline,Unknown,Blue,Black,None reported,Yes,65000,4,475.0,6.4,8.0
2201,Hyundai,96476,Gasoline,Automatic,White,Grey,None reported,Yes,13000,10,290.0,3.3,6.0
2202,Volkswagen,36311,Gasoline,Automatic,Black,Black,None reported,Yes,39127,4,,3.6,
2203,Land,56842,Gasoline,Unknown,Silver,Black,None reported,Yes,35000,9,510.0,5.0,8.0
2204,Nissan,23677,Gasoline,Automatic,Other,Other,None reported,Unknown,29510,4,,3.5,
2205,Buick,27340,Gasoline,Automatic,White,Other,None reported,Unknown,31700,5,,2.5,
2206,Chevrolet,26177,Gasoline,Automatic,Grey,Black,Unknown,Unknown,41986,5,,5.3,
2207,Pontiac,122348,Gasoline,Automatic,Red,Black,Accident reported,Yes,10000,16,260.0,2.0,4.0
2208,BMW,98000,Gasoline,Unknown,Black,Other,None reported,Yes,22500,10,315.0,3.0,6.0
2209,Tesla,32300,Unknown,Automatic,Black,Black,None reported,Yes,29000,6,,,
2210,MINI,18997,Gasoline,Unknown,Red,Black,None reported,Yes,26750,6,189.0,2.0,4.0
2211,Porsche,40350,Gasoline,Automatic,Grey,Black,None reported,Yes,67995,9,330.0,3.4,6.0
2212,Ford,156856,E85 Flex Fuel,Automatic,Black,Brown,None reported,Yes,14300,14,310.0,5.4,8.0
2213,Bentley,1919,Gasoline,Automatic,Other,Other,None reported,Unknown,289991,3,,,12.0
