,brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,engine_size,horsepower,cylinder_count,log_transformed_price,car_age
1963,BMW,41048,Gasoline,Unknown,Grey,Other,no_accident,Yes,4.0,414.0,8.0,10.558179726714524,16
1964,Nissan,72500,Gasoline,Manual,Brown,Black,no_accident,Yes,1.8,122.0,4.0,8.81744592104187,14
1965,RAM,143390,Gasoline,Automatic,White,Other,no_accident,Yes,3.6,280.0,6.0,9.472781556562168,10
1966,Acura,68425,Gasoline,Automatic,Grey,Other,yes_accident,Yes,3.5,279.0,6.0,10.064798252418377,6
1967,Toyota,95000,Gasoline,Automatic,Silver,Brown,no_accident,Yes,4.0,270.0,6.0,10.404293143019792,6
1968,RAM,29000,Gasoline,Automatic,Grey,Black,yes_accident,Yes,5.7,395.0,8.0,10.809748150372926,5
1969,Chevrolet,145000,Gasoline,Automatic,Blue,Black,no_accident,Yes,5.7,350.0,8.0,9.99884318585288,21
1970,Land,29700,Hybrid,Automatic,Green,Black,unknown,Unknown,3.0,395.0,6.0,11.127277689932466,4
1971,Jeep,98658,Gasoline,Automatic,White,Grey,no_accident,Yes,5.7,360.0,8.0,9.615538777855802,13
1972,Volvo,97615,Gasoline,Automatic,Black,Grey,no_accident,Yes,3.0,281.0,6.0,9.259225769705994,15
1973,Porsche,36000,Gasoline,Automatic,Black,Other,no_accident,Yes,4.8,400.0,8.0,10.518700218288165,10
1974,Mazda,61874,Gasoline,Automatic,Black,Black,no_accident,Yes,2.5,331.9684177611007,6.254491996079713,10.0163697095928,3
1975,Chrysler,74582,E85 Flex Fuel,Automatic,Black,Other,no_accident,Yes,3.6,283.0,6.0,9.04793908261736,12
1976,INFINITI,51500,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.7,325.0,6.0,10.081675578048475,11
1977,Toyota,193827,Gasoline,Automatic,Silver,Black,no_accident,Yes,4.0,239.0,6.0,9.612533466213927,17
1978,Chevrolet,53433,Gasoline,Automatic,Blue,Grey,no_accident,Yes,5.3,355.0,8.0,10.517347989609593,5
1979,Mercedes-Benz,103000,Gasoline,Automatic,Silver,Black,yes_accident,Yes,6.3,451.0,8.0,10.596659732783579,12
1980,BMW,59000,Gasoline,Unknown,Black,Brown,yes_accident,Yes,2.0,240.0,4.0,9.95227771670556,8
1981,Lexus,82000,Gasoline,Automatic,Grey,Brown,no_accident,Yes,4.6,301.0,8.0,10.401258331428318,7
1982,Porsche,60000,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.6,310.0,6.0,10.714439990727769,8
1983,Cadillac,93971,Gasoline,Automatic,White,Other,no_accident,Yes,6.2,420.0,8.0,10.757924157061597,7
1984,Lexus,62600,Gasoline,Unknown,Grey,Red,no_accident,Yes,3.5,306.0,6.0,10.221977646629885,9
1985,Mercedes-Benz,84450,Gasoline,Automatic,Grey,Other,no_accident,Yes,3.5,302.0,6.0,9.852246888342531,10
1986,Audi,18099,Hybrid,Automatic,Grey,Grey,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.616412850287961,2
1987,Mercedes-Benz,76500,Gasoline,Automatic,Silver,Black,no_accident,Yes,3.5,302.0,6.0,9.798127036878302,10
1988,Chevrolet,74000,Gasoline,Automatic,Yellow,Black,no_accident,Yes,2.0,275.0,4.0,9.893487720457795,7
1989,RAM,15607,Gasoline,Automatic,Silver,Black,no_accident,Unknown,5.7,331.9684177611007,6.254491996079713,10.736396675471232,2
1990,Chevrolet,111095,E85 Flex Fuel,Automatic,White,Black,yes_accident,Yes,5.3,355.0,8.0,10.165890277802454,10
1991,Toyota,37216,Gasoline,Automatic,Red,Other,yes_accident,Yes,3.3,210.0,6.0,9.615538777855802,17
1992,Jaguar,25786,Gasoline,Automatic,Blue,Grey,no_accident,Yes,3.0,380.0,6.0,10.55843949396453,9
1993,Jeep,15520,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.6,331.9684177611007,6.254491996079713,10.608069110721736,3
1994,RAM,49583,Gasoline,Automatic,Silver,Black,no_accident,Unknown,5.7,331.9684177611007,6.254491996079713,10.664690498970018,3
1995,Porsche,97300,Diesel,Automatic,Black,Black,no_accident,Yes,3.0,240.0,6.0,10.30881931842128,9
1996,Chevrolet,89000,Gasoline,Automatic,Silver,Black,no_accident,Yes,3.8,200.0,6.0,9.249657234353133,22
1997,Porsche,52111,Gasoline,Automatic,Black,Black,yes_accident,Yes,3.6,420.0,6.0,10.53212287826962,9
1998,Dodge,75800,Gasoline,Automatic,Grey,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.49124643927466,5
1999,Lexus,113500,Gasoline,Automatic,Red,Other,yes_accident,Yes,3.5,272.0,6.0,9.305741456739435,14
2000,Audi,155382,Gasoline,Automatic,Brown,Grey,yes_accident,Yes,2.0,200.0,4.0,9.510519035757246,9
2001,Mercedes-Benz,49643,Gasoline,Automatic,White,Black,yes_accident,Yes,4.7,402.0,8.0,10.433998149618517,8
2002,BMW,76474,Gasoline,Unknown,White,Black,no_accident,Yes,4.4,445.0,8.0,10.373522431293592,9
2003,Porsche,10431,Gasoline,Automatic,Red,Black,no_accident,Yes,2.7,275.0,6.0,10.839580911706463,8
2004,INFINITI,190120,Gasoline,Automatic,Grey,Black,yes_accident,Yes,5.0,390.0,8.0,9.433563920090563,15
2005,Ford,92000,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.5,375.0,6.0,10.308952660644293,4
2006,Chevrolet,24000,Gasoline,Manual,Yellow,Black,no_accident,Yes,3.6,335.0,6.0,10.373522431293592,7
2007,RAM,25396,Gasoline,Automatic,Other,Black,no_accident,Yes,5.7,331.9684177611007,6.254491996079713,10.674775633480014,4
2008,Chevrolet,167000,Gasoline,Automatic,White,Grey,yes_accident,Yes,6.0,300.0,8.0,8.77971129020447,23
2009,RAM,18645,Gasoline,Automatic,Black,Black,no_accident,Yes,5.7,331.9684177611007,6.254491996079713,10.813780332606648,2
2010,Porsche,28470,Gasoline,Unknown,White,Black,yes_accident,Yes,3.8,540.0,6.0,11.901590234400047,6
2011,Ford,54000,Gasoline,Automatic,White,Black,no_accident,Yes,3.7,300.0,6.0,10.085809109330082,8
2012,Hyundai,83000,Gasoline,Manual,Blue,Grey,no_accident,Yes,1.6,104.0,4.0,7.972810784121404,21
2013,Audi,10071,Hybrid,Automatic,Black,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.611498714744615,2
2014,Ford,43329,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.5,331.9684177611007,6.254491996079713,10.683798181855538,3
2015,Lexus,51400,Gasoline,Automatic,Silver,Grey,no_accident,Yes,5.0,467.0,8.0,10.668978650219241,9
2016,Chevrolet,153800,E85 Flex Fuel,Automatic,Silver,Black,yes_accident,Yes,5.3,355.0,8.0,10.043292972227004,9
2017,Land,9000,Gasoline,Automatic,Green,Grey,no_accident,Yes,5.0,575.0,8.0,11.652696102959753,2
2018,Dodge,10800,Gasoline,Manual,Silver,Black,no_accident,Yes,8.3,500.0,10.0,11.089805421623343,21
2019,RAM,10458,Gasoline,Automatic,Red,Black,no_accident,Yes,5.7,331.9684177611007,6.254491996079713,10.795813406956452,4
2020,BMW,84709,Gasoline,Automatic,Silver,Grey,no_accident,Yes,2.0,240.0,4.0,9.53249633228804,10
2021,Mercedes-Benz,33500,Gasoline,Automatic,Red,Black,no_accident,Yes,3.0,385.0,6.0,10.731405981781311,5
2022,BMW,98000,Gasoline,Unknown,Black,Orange,no_accident,Yes,3.0,425.0,6.0,10.404262840448617,9
2023,BMW,94653,Gasoline,Automatic,Green,Green,yes_accident,Yes,4.8,360.0,8.0,8.895766604056085,16
2024,Ford,9281,Gasoline,Automatic,Black,Black,no_accident,Yes,3.5,440.0,6.0,11.350418300109132,1
2025,Chevrolet,11806,Gasoline,Automatic,White,Black,no_accident,Yes,3.6,310.0,6.0,10.757924157061597,1
2026,Mercedes-Benz,70015,Unknown,Automatic,Grey,Grey,no_accident,Yes,3.7039586206896553,331.9684177611007,6.254491996079713,10.021315031649332,31
2027,Cadillac,48613,Gasoline,Automatic,Black,Black,yes_accident,Yes,6.2,420.0,8.0,11.026808713825016,4
2028,RAM,2990,Diesel,Automatic,White,Black,yes_accident,Yes,6.7,400.0,6.0,11.154835234271214,1
2029,Audi,124747,Gasoline,Unknown,Silver,Black,no_accident,Yes,1.8,180.0,4.0,8.839421607620602,19
2030,RAM,24000,Hybrid,Automatic,Silver,Black,no_accident,Yes,5.7,395.0,8.0,10.645448706505872,3
2031,Mazda,113000,Gasoline,Automatic,Grey,Black,no_accident,Yes,2.3,244.0,4.0,8.612503371220562,15
2032,INFINITI,89106,Gasoline,Unknown,White,Other,no_accident,Yes,3.5,295.0,6.0,9.798182590890704,7
2033,Ford,22000,E85 Flex Fuel,Automatic,Other,Black,yes_accident,Yes,6.2,385.0,8.0,10.87806606028079,7
2034,Jeep,20472,Gasoline,Automatic,Red,Black,no_accident,Unknown,2.4,331.9684177611007,6.254491996079713,10.250581747317963,2
2035,INFINITI,8600,Gasoline,Automatic,Black,Brown,unknown,Unknown,5.6,400.0,8.0,11.277089200908689,1
2036,Chevrolet,4753,Gasoline,Automatic,White,Black,no_accident,Yes,5.3,355.0,8.0,10.950824090522445,2
2037,Hyundai,65000,Gasoline,Automatic,Grey,Black,unknown,Unknown,2.0,210.0,4.0,9.093918908958932,14
2038,Chevrolet,15000,Gasoline,Manual,Blue,Grey,no_accident,Yes,6.2,455.0,8.0,10.680539205318292,3
2039,Chevrolet,229000,Diesel,Automatic,Green,Other,yes_accident,Yes,6.5,180.0,8.0,9.87822102528824,27
2040,Audi,42400,Diesel,Automatic,Silver,Black,no_accident,Yes,3.0,240.0,6.0,10.184937747111391,10
2041,Land,15840,Gasoline,Automatic,White,Black,no_accident,Yes,2.0,296.0,4.0,11.154835234271214,1
2042,Porsche,76200,Gasoline,Unknown,Grey,Other,no_accident,Yes,3.6,420.0,6.0,10.645448706505872,8
2043,Chevrolet,105667,Gasoline,Automatic,Black,Other,no_accident,Yes,5.3,355.0,8.0,10.571342565808699,5
2044,Chevrolet,51338,Gasoline,Automatic,White,Black,no_accident,Yes,5.3,355.0,8.0,10.817796321618971,5
2045,Dodge,76857,Gasoline,Manual,Black,Black,yes_accident,Yes,2.0,160.0,4.0,8.999742789830492,8
2046,Ford,80200,E85 Flex Fuel,Automatic,White,Black,no_accident,Yes,6.2,385.0,8.0,10.657282884047461,5
2047,Toyota,244200,Gasoline,Automatic,White,Other,yes_accident,Yes,4.7,240.0,8.0,8.281723990411392,22
2048,Ford,38560,Gasoline,Manual,Black,Black,yes_accident,Yes,5.0,420.0,8.0,10.25769445336048,10
2049,Chevrolet,12500,Gasoline,Unknown,Yellow,Black,no_accident,Yes,6.2,490.0,8.0,11.350406535472453,4
2050,Hyundai,45303,Gasoline,Automatic,White,Black,no_accident,Yes,3.8,348.0,6.0,9.95227771670556,8
2051,Ford,110000,Gasoline,Manual,Silver,Grey,no_accident,Yes,2.0,252.0,4.0,9.158625936289503,10
2052,Cadillac,66200,Gasoline,Automatic,Black,Black,no_accident,Yes,3.0,270.0,6.0,9.711115659888671,13
2053,Subaru,71000,Gasoline,Manual,Red,Black,no_accident,Yes,2.5,165.0,4.0,9.60918360377546,21
2054,Toyota,81301,Gasoline,Automatic,Black,Black,no_accident,Yes,3.5,331.9684177611007,6.254491996079713,10.318110598429058,5
2055,Chevrolet,7033,Gasoline,Automatic,White,Black,no_accident,Yes,6.2,460.0,8.0,11.065090289695444,5
2056,Dodge,36000,Gasoline,Automatic,Grey,Red,no_accident,Yes,6.4,475.0,8.0,11.034905792929415,4
2057,Acura,116000,Gasoline,Manual,Silver,Black,yes_accident,Yes,2.4,201.0,4.0,9.105090961257085,14
2058,Chevrolet,42780,Gasoline,Unknown,Black,Black,yes_accident,Yes,6.2,455.0,8.0,10.623787731088578,6
2059,BMW,39886,Gasoline,Unknown,Black,Red,yes_accident,Yes,3.0,315.0,6.0,10.165890277802454,10
2060,Audi,151400,Gasoline,Unknown,Grey,Black,no_accident,Yes,3.0,333.0,6.0,9.642187721358466,10
2061,Alfa,48000,Gasoline,Automatic,Red,Black,no_accident,Yes,2.0,280.0,4.0,9.928228944424575,7
2062,Toyota,8727,Gasoline,Automatic,Other,Black,no_accident,Unknown,2.4,331.9684177611007,6.254491996079713,10.7054218711718,1
2063,Rolls-Royce,79000,Gasoline,Automatic,Black,White,yes_accident,Yes,6.6,563.0,12.0,11.293537353157436,13
2064,Dodge,54000,Gasoline,Automatic,Grey,Black,no_accident,Yes,5.7,372.0,8.0,10.434145214930487,4
2065,Porsche,110000,Gasoline,Automatic,White,White,yes_accident,Yes,3.6,300.0,6.0,10.16203685698089,8
2066,Chevrolet,49688,Unknown,Automatic,Blue,Grey,no_accident,Yes,3.7039586206896553,200.0,6.254491996079713,10.122663242288953,4
2067,Mercedes-Benz,14000,Gasoline,Automatic,Black,Other,no_accident,Yes,2.0,208.0,4.0,10.778977123006351,4
2068,Dodge,5000,Gasoline,Unknown,Grey,Black,no_accident,Yes,6.2,717.0,8.0,11.608244735642321,1
2069,Chevrolet,11597,Gasoline,Automatic,Silver,Black,no_accident,Unknown,6.2,331.9684177611007,6.254491996079713,11.135916609771838,2
2070,Mercedes-Benz,86101,Gasoline,Automatic,Grey,Red,yes_accident,Yes,5.5,577.0,8.0,11.195168990711622,7
2071,Chevrolet,58816,Gasoline,Automatic,Black,Black,no_accident,Unknown,5.3,331.9684177611007,6.254491996079713,10.507557587511348,7
2072,Lexus,77856,Gasoline,Automatic,Silver,Black,no_accident,Yes,3.5,331.9684177611007,6.254491996079713,10.339158502701359,8
2073,Lamborghini,20069,Gasoline,Automatic,Other,Other,no_accident,Unknown,4.0,331.9684177611007,6.254491996079713,12.345404060459082,3
2074,GMC,115282,Gasoline,Automatic,Red,Other,yes_accident,Yes,3.6,331.9684177611007,6.254491996079713,9.428189934829282,9
2075,Porsche,30700,Gasoline,Automatic,White,Black,no_accident,Yes,3.8,475.0,6.0,11.842229212112828,8
2076,MINI,103726,Gasoline,Manual,Red,Grey,yes_accident,Yes,1.6,115.0,4.0,8.698847859222488,21
2077,Mazda,39800,Gasoline,Unknown,Blue,Black,no_accident,Yes,2.0,158.0,4.0,9.491828300264636,16
2078,Toyota,79500,Gasoline,Automatic,White,Black,no_accident,Yes,4.0,270.0,6.0,10.414333176102122,5
2079,Toyota,165520,Gasoline,Automatic,Grey,Grey,yes_accident,Yes,3.5,270.0,6.0,9.105090961257085,16
2080,BMW,92000,Gasoline,Unknown,Black,Black,yes_accident,Yes,4.4,445.0,8.0,10.085850775128717,10
2081,Hyundai,1500,Gasoline,Unknown,Green,Black,no_accident,Yes,3.8,291.0,6.0,10.915106645867503,1
2082,Pontiac,38100,Gasoline,Manual,Orange,Black,no_accident,Yes,2.0,260.0,4.0,9.901034546375062,16
2083,Land,42125,Gasoline,Unknown,White,Black,no_accident,Yes,2.0,237.0,4.0,10.571316925111784,6
2084,Porsche,86818,Diesel,Unknown,Silver,Black,no_accident,Yes,3.0,240.0,6.0,10.419330568113901,10
2085,BMW,3490,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.0,503.0,6.0,11.467729334517259,1
2086,Toyota,111300,Gasoline,Unknown,Gold,Other,no_accident,Yes,3.5,268.0,6.0,8.974744612722734,16
2087,BMW,98200,Gasoline,Automatic,White,Black,no_accident,Yes,4.0,414.0,8.0,10.203629181337648,13
2088,Porsche,42500,Gasoline,Automatic,Black,Other,yes_accident,Yes,3.0,330.0,6.0,10.896739325546411,6
2089,Jeep,171000,Gasoline,Manual,White,Black,yes_accident,Yes,4.0,181.0,6.0,9.61587214452889,23
2090,Honda,11649,Gasoline,Automatic,Black,Black,unknown,Unknown,3.5,280.0,6.0,10.596634733096073,1
2091,Mercedes-Benz,24933,Gasoline,Unknown,Silver,Red,yes_accident,Yes,4.6,429.0,8.0,10.602890127258581,11
2092,Audi,99769,Gasoline,Manual,Grey,White,no_accident,Yes,4.2,420.0,8.0,10.30881931842128,17
2093,Toyota,16156,Gasoline,Automatic,Blue,Other,no_accident,Unknown,3.5,331.9684177611007,6.254491996079713,10.581292642796804,2
2094,Mercedes-Benz,67250,Gasoline,Automatic,White,Other,no_accident,Yes,3.5,268.0,6.0,9.38437770918244,16
2095,GMC,30022,Gasoline,Automatic,Blue,Black,yes_accident,Yes,6.2,420.0,8.0,11.218567827096358,3
2096,Porsche,42596,Gasoline,Unknown,Black,Black,no_accident,Yes,2.9,440.0,6.0,11.264476926102367,7
2097,Ford,33705,Gasoline,Automatic,White,Other,yes_accident,Yes,2.3,331.9684177611007,6.254491996079713,10.51856507767415,3
2098,Land,63300,Gasoline,Automatic,White,Brown,no_accident,Yes,3.0,340.0,6.0,10.34177474101152,8
2099,Acura,4700,Gasoline,Automatic,Red,Black,no_accident,Yes,3.0,355.0,6.0,10.859018228147887,1
2100,Toyota,27256,Gasoline,Unknown,Black,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.668932138591325,4
2101,Hummer,107481,Gasoline,Automatic,White,Black,no_accident,Yes,3.7,239.0,5.0,9.510519035757246,14
2102,Tesla,61700,Unknown,Automatic,White,Black,no_accident,Yes,3.7039586206896553,271.0,6.254491996079713,10.16203685698089,6
2103,Volvo,94000,Unknown,Automatic,White,Black,no_accident,Yes,3.7039586206896553,331.9684177611007,6.254491996079713,8.412054873292933,29
2104,Jeep,128000,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.6,285.0,6.0,10.196194479235656,7
2105,Chevrolet,26000,Gasoline,Automatic,White,Black,no_accident,Yes,6.2,455.0,8.0,10.571342565808699,6
2106,Audi,74000,Gasoline,Automatic,Blue,Grey,no_accident,Yes,4.0,420.0,8.0,10.307317991967832,9
2107,Audi,54900,Gasoline,Manual,White,Brown,unknown,Unknown,2.5,360.0,5.0,10.27163147557801,12
2108,INFINITI,141775,Gasoline,Unknown,White,Other,no_accident,Yes,5.6,400.0,8.0,9.350189267092581,12
2109,Volkswagen,63250,Gasoline,Automatic,Yellow,Yellow,no_accident,Yes,2.0,115.0,4.0,9.392745258631441,23
2110,Audi,13895,Hybrid,Automatic,Grey,Black,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.714395546283317,2
2111,Lamborghini,10654,Gasoline,Automatic,White,Other,no_accident,Unknown,6.5,331.9684177611007,6.254491996079713,13.016985083810699,7
2112,Ford,35900,E85 Flex Fuel,Unknown,Blue,Grey,yes_accident,Yes,6.2,385.0,8.0,10.236417809461043,10
2113,GMC,48306,Gasoline,Automatic,White,Black,yes_accident,Yes,6.2,331.9684177611007,6.254491996079713,11.184421397998193,2
2114,Audi,125000,Gasoline,Automatic,Black,Black,no_accident,Yes,2.0,211.0,4.0,9.259225769705994,12
2115,Dodge,37700,Unknown,Automatic,Black,Black,yes_accident,Yes,3.7039586206896553,331.9684177611007,6.254491996079713,10.545367754151743,8
2116,Tesla,103000,Unknown,Automatic,Black,White,no_accident,Yes,3.7039586206896553,331.9684177611007,6.254491996079713,10.491301994830229,7
2117,Mazda,45303,Gasoline,Automatic,White,White,no_accident,Unknown,2.5,331.9684177611007,6.254491996079713,10.141834937592611,3
2118,Lexus,53900,Gasoline,Automatic,Red,Other,no_accident,Yes,3.5,268.0,6.0,10.221977646629885,8
2119,Jeep,54000,Gasoline,Automatic,Green,Grey,no_accident,Yes,3.8,202.0,6.0,9.90353755128617,16
2120,Chevrolet,129000,Gasoline,Automatic,White,Other,no_accident,Yes,6.0,366.0,8.0,9.79540110267107,17
2121,Jeep,10232,Gasoline,Automatic,Black,Black,no_accident,Yes,3.6,331.9684177611007,6.254491996079713,10.706542394797626,2
2122,Acura,3708,Gasoline,Automatic,White,Other,no_accident,Unknown,3.7039586206896553,331.9684177611007,6.254491996079713,10.985275773591676,1
2123,Nissan,167000,Gasoline,Automatic,Black,Other,unknown,Unknown,3.5,284.0,6.0,9.581972891547895,6
2124,Tesla,37000,Unknown,Automatic,Grey,Black,no_accident,Yes,3.7039586206896553,518.0,6.254491996079713,10.968215530759236,5
2125,Subaru,10419,Gasoline,Unknown,White,Black,yes_accident,Unknown,2.0,331.9684177611007,6.254491996079713,10.126591103050316,2
2126,Audi,96238,Gasoline,Unknown,Black,Black,yes_accident,Yes,4.0,420.0,8.0,10.021315031649332,10
2127,Subaru,12700,Gasoline,Automatic,White,Other,no_accident,Yes,2.4,260.0,4.0,10.55843949396453,2
2128,Chevrolet,244000,E85 Flex Fuel,Automatic,Grey,Grey,no_accident,Yes,5.3,320.0,8.0,9.735128070758227,17
2129,Porsche,124000,Gasoline,Automatic,White,Other,no_accident,Yes,3.6,420.0,6.0,10.12667110305036,9
2130,BMW,123000,Gasoline,Automatic,Purple,Black,no_accident,Yes,3.0,300.0,6.0,9.61587214452889,15
2131,GMC,24900,Gasoline,Automatic,Black,Black,no_accident,Yes,2.7,310.0,4.0,10.817796321618971,2
2132,Ford,95500,Gasoline,Unknown,Black,Black,no_accident,Yes,3.5,365.0,6.0,9.90353755128617,8
2133,Cadillac,4283,Gasoline,Automatic,Black,Other,no_accident,Yes,6.2,331.9684177611007,6.254491996079713,13.081533049516018,3
2134,Lexus,48300,Gasoline,Automatic,White,Red,no_accident,Yes,5.7,383.0,8.0,11.314486721293981,3
2135,BMW,94000,Gasoline,Manual,Grey,Red,no_accident,Yes,4.0,414.0,8.0,10.165851817003619,16
2136,Nissan,183000,Gasoline,Automatic,Black,Grey,yes_accident,Yes,4.0,261.0,6.0,9.392745258631441,13
2137,Ford,126225,Hybrid,Automatic,Silver,Black,yes_accident,Yes,2.0,188.0,4.0,9.350189267092581,11
2138,Volkswagen,87892,Gasoline,Manual,Grey,Black,no_accident,Yes,2.0,210.0,4.0,9.680406499268875,8
2139,Cadillac,45000,Gasoline,Automatic,Red,Black,no_accident,Yes,6.2,556.0,8.0,10.633472802314019,12
2140,Aston,1023,Gasoline,Automatic,Blue,Brown,no_accident,Yes,4.0,503.0,8.0,11.963370312187111,2
2141,Lexus,106000,Gasoline,Automatic,Black,Other,no_accident,Yes,4.6,301.0,8.0,10.53212287826962,9
2142,GMC,51300,Gasoline,Automatic,Black,Black,yes_accident,Yes,2.5,193.0,4.0,10.146472946063877,5
2143,Ford,30176,Gasoline,Automatic,Black,Other,no_accident,Yes,1.5,331.9684177611007,6.254491996079713,10.274361215874674,3
2144,Nissan,27598,Gasoline,Automatic,Black,Black,no_accident,Unknown,5.6,331.9684177611007,6.254491996079713,10.59375559234523,3
2145,Volkswagen,107000,Gasoline,Automatic,Black,Other,no_accident,Yes,2.5,170.0,5.0,9.159047077588632,12
2146,Land,17500,Gasoline,Automatic,Black,Black,no_accident,Yes,5.0,518.0,8.0,11.082157933374816,5
2147,RAM,117878,Diesel,Unknown,Red,Black,no_accident,Yes,6.7,350.0,6.0,10.645448706505872,7
2148,Nissan,138700,Gasoline,Automatic,Grey,Black,yes_accident,Yes,3.5,265.0,6.0,8.853808274977197,14
2149,Cadillac,152068,E85 Flex Fuel,Automatic,White,Black,yes_accident,Yes,6.2,403.0,8.0,9.421492310438014,15
2150,BMW,77000,Gasoline,Unknown,White,Red,yes_accident,Yes,2.0,240.0,4.0,10.203592144986466,8
2151,Ford,26000,Gasoline,Manual,Grey,Black,no_accident,Yes,2.3,350.0,4.0,10.518700218288165,7
2152,Lexus,131200,Hybrid,Automatic,Brown,Brown,no_accident,Yes,1.8,134.0,4.0,9.546884034617925,10
2153,Buick,83280,Gasoline,Automatic,Silver,Other,no_accident,Unknown,3.6,331.9684177611007,6.254491996079713,9.933046354777673,7
2154,BMW,59000,Gasoline,Manual,Grey,Black,no_accident,Yes,3.0,425.0,6.0,10.887455624298198,9
2155,Volkswagen,15500,Gasoline,Automatic,Silver,Black,no_accident,Yes,2.0,268.0,4.0,10.308985993422082,4
2156,BMW,90000,Gasoline,Automatic,White,Red,no_accident,Yes,3.0,300.0,6.0,9.901034546375062,11
2157,INFINITI,94000,Gasoline,Unknown,White,Grey,yes_accident,Yes,3.5,280.0,6.0,9.305286849285137,18
2158,Hummer,63750,Gasoline,Automatic,White,Black,yes_accident,Yes,6.2,393.0,8.0,10.915106645867503,16
2159,Mercedes-Benz,95500,Gasoline,Automatic,Black,Other,yes_accident,Yes,3.0,228.0,6.0,9.679781342959442,13
2160,Acura,37900,Gasoline,Automatic,White,Black,no_accident,Yes,2.4,201.0,4.0,10.165890277802454,5
2161,Porsche,13250,Gasoline,Automatic,Brown,Grey,no_accident,Yes,3.8,475.0,6.0,11.950541482162043,9
2162,RAM,76249,Gasoline,Automatic,Black,Brown,yes_accident,Unknown,5.7,331.9684177611007,6.254491996079713,10.621229779951454,5
2163,BMW,81000,Gasoline,Manual,Blue,Grey,no_accident,Yes,3.2,333.0,6.0,10.571342565808699,23
2164,Chevrolet,37806,Gasoline,Automatic,Black,Black,no_accident,Yes,5.3,355.0,8.0,11.01690634852121,2
2165,Dodge,151544,Gasoline,Automatic,Brown,Grey,yes_accident,Yes,5.7,355.0,8.0,9.781376414141157,14
2166,Chevrolet,60345,Gasoline,Automatic,Yellow,Black,no_accident,Yes,6.2,400.0,8.0,10.201775681400134,12
2167,Dodge,90305,Gasoline,Automatic,Grey,Black,no_accident,Yes,3.5,250.0,6.0,9.392745258631441,14
2168,Jeep,13275,Gasoline,Automatic,Red,Black,no_accident,Unknown,3.6,331.9684177611007,6.254491996079713,10.659609532257463,2
2169,Chevrolet,8660,Gasoline,Automatic,White,Black,no_accident,Yes,6.2,455.0,8.0,10.714439990727769,6
2170,Ford,28220,Diesel,Automatic,Silver,Black,no_accident,Yes,6.7,475.0,8.0,11.206413891581187,3
2171,Ford,97700,Diesel,Automatic,Black,Other,no_accident,Yes,6.7,440.0,8.0,10.595408982170255,9
2172,Chevrolet,4200,Gasoline,Automatic,White,Black,no_accident,Yes,6.2,490.0,8.0,11.49273296168228,1
2173,Bentley,27404,Gasoline,Automatic,Other,Other,no_accident,Unknown,4.0,331.9684177611007,6.254491996079713,12.206032644730152,4
2174,Lincoln,100000,Gasoline,Unknown,White,White,no_accident,Yes,2.0,240.0,4.0,10.085850775128717,8
2175,Ford,333361,Diesel,Automatic,Black,Other,yes_accident,Yes,7.3,250.0,8.0,9.741027444837728,23
2176,Land,63295,Gasoline,Automatic,Blue,White,no_accident,Yes,3.0,340.0,6.0,10.308752640641625,6
2177,Land,3000,Gasoline,Automatic,Black,Black,no_accident,Yes,5.0,518.0,8.0,11.477308649967686,2
2178,Chevrolet,102604,E85 Flex Fuel,Automatic,Grey,Grey,no_accident,Yes,5.3,355.0,8.0,10.146472946063877,10
2179,Mercedes-Benz,39800,Gasoline,Automatic,White,Red,no_accident,Yes,5.5,563.0,8.0,11.502885230075814,7
2180,Ford,124000,E85 Flex Fuel,Automatic,White,Grey,no_accident,Yes,6.2,385.0,8.0,10.599156550639583,5
2181,Tesla,12080,Unknown,Automatic,Black,Black,no_accident,Yes,3.7039586206896553,271.0,6.254491996079713,10.511920715155128,2
2182,Lexus,39300,Gasoline,Unknown,Black,Black,no_accident,Yes,5.7,383.0,8.0,11.149096419938578,6
2183,INFINITI,51000,Gasoline,Automatic,Grey,Other,yes_accident,Yes,3.5,295.0,6.0,10.275085591132715,5
2184,Rivian,250,Unknown,Automatic,Green,Black,unknown,Unknown,3.7039586206896553,835.0,6.254491996079713,11.487617913343598,1
2185,Land,67000,Gasoline,Automatic,Grey,Other,no_accident,Yes,3.0,340.0,6.0,10.491274217438248,7
2186,INFINITI,95400,Gasoline,Automatic,White,Other,unknown,Unknown,3.5,265.0,6.0,9.560715513766388,10
2187,Hyundai,136991,Gasoline,Automatic,Grey,Grey,no_accident,Yes,2.4,198.0,4.0,9.305741456739435,11
