brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,car_age,horsepower,engine_size,cylinder_count
Toyota,135000,Gasoline,Automatic,White,Grey,None reported,Yes,16900,19,236.0,4.0,6.0
Cadillac,46000,Gasoline,Automatic,Black,Other,Accident reported,Yes,29000,6,265.0,2.0,4.0
Ford,79615,Gasoline,Automatic,Black,Black,None reported,Yes,10995,11,,2.0,
BMW,13250,Gasoline,Automatic,White,Brown,None reported,Unknown,86900,4,,4.4,
Land,41200,Gasoline,Unknown,Black,Black,None reported,Yes,60500,6,380.0,3.0,6.0
Cadillac,116500,Gasoline,Automatic,Black,Brown,Accident reported,Yes,30500,9,420.0,6.2,8.0
Acura,75980,Unknown,Automatic,Silver,Black,None reported,Yes,90200,32,,,
Chevrolet,24059,Gasoline,Automatic,Grey,Black,None reported,Yes,87150,7,650.0,6.2,8.0
Audi,118500,E85 Flex Fuel,Automatic,Silver,Black,Accident reported,Yes,15400,10,220.0,2.0,4.0
BMW,15097,Gasoline,Automatic,Silver,Black,None reported,Unknown,99998,5,,,
Maserati,20000,Gasoline,Automatic,White,Brown,None reported,Yes,43000,7,424.0,3.0,6.0
BMW,10426,Gasoline,Automatic,Black,Black,None reported,Unknown,30798,5,,,
Ford,9500,Gasoline,Automatic,Black,Red,Accident reported,Yes,63500,2,400.0,3.5,6.0
Nissan,134000,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,8500,19,265.0,4.0,6.0
Subaru,10500,Gasoline,Unknown,Grey,Other,None reported,Yes,32500,3,228.0,2.4,4.0
Chevrolet,53100,Gasoline,Automatic,Red,Black,None reported,Yes,17500,7,160.0,1.5,4.0
Ford,80134,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,13895,8,,2.0,
Nissan,24000,Gasoline,Automatic,Grey,Black,None reported,Yes,25500,4,141.0,2.0,4.0
Volvo,61000,Gasoline,Manual,Blue,Other,None reported,Yes,10299,19,218.0,2.5,5.0
Lincoln,19700,Gasoline,Automatic,White,Other,None reported,Yes,48000,4,335.0,2.7,6.0
Mercedes-Benz,28182,Gasoline,Automatic,White,Brown,Accident reported,Yes,84500,7,469.0,4.0,8.0
Ford,59500,Gasoline,Automatic,Black,Black,Accident reported,Yes,21000,8,310.0,2.3,4.0
Ford,115402,E85 Flex Fuel,Automatic,Gold,Other,None reported,Yes,8000,26,152.0,3.0,6.0
GMC,85500,Gasoline,Automatic,Black,Black,Accident reported,Yes,35899,7,355.0,5.3,8.0
RAM,51000,Gasoline,Automatic,Red,Black,None reported,Yes,44900,5,410.0,6.4,8.0
Tesla,17500,Unknown,Automatic,Grey,White,None reported,Yes,45000,4,455.0,,
Lexus,132000,Gasoline,Automatic,Black,Other,None reported,Yes,9999,14,272.0,3.5,6.0
Jeep,67882,Gasoline,Automatic,White,Black,None reported,Unknown,32798,9,,,
Volvo,62000,Gasoline,Automatic,Silver,Black,None reported,Yes,30500,7,316.0,2.0,4.0
Porsche,12454,Gasoline,Manual,Purple,Black,None reported,Yes,210000,9,500.0,4.0,6.0
BMW,27965,Gasoline,Automatic,Green,Black,None reported,Yes,58000,8,560.0,4.4,8.0
Cadillac,119000,E85 Flex Fuel,Automatic,Black,Black,Unknown,Unknown,20500,12,403.0,6.2,8.0
BMW,48000,Gasoline,Automatic,Black,Black,None reported,Yes,32000,7,300.0,3.0,6.0
BMW,5541,Gasoline,Automatic,White,Black,None reported,Unknown,56598,5,,,
Mitsubishi,29000,Gasoline,Automatic,Red,Other,None reported,Yes,19500,7,166.0,2.4,4.0
Dodge,131100,E85 Flex Fuel,Automatic,White,Grey,Accident reported,Yes,12995,15,310.0,4.7,8.0
Subaru,102242,Gasoline,Manual,Blue,Black,Accident reported,Unknown,11498,10,,2.0,
Mercedes-Benz,18069,Gasoline,Automatic,Black,Black,None reported,Yes,79999,9,523.0,6.0,12.0
Kia,13000,Gasoline,Automatic,White,Black,None reported,Yes,31900,2,187.0,2.5,4.0
Porsche,51000,Gasoline,Unknown,Silver,Black,Accident reported,Yes,69500,17,480.0,3.6,6.0
Hummer,137333,Gasoline,Automatic,Blue,Black,Accident reported,Yes,10000,18,242.0,3.7,5.0
Buick,125559,Gasoline,Automatic,White,Other,Accident reported,Yes,11200,11,304.0,3.6,6.0
Chevrolet,88161,Gasoline,Automatic,Other,Black,Accident reported,Yes,48889,5,,6.2,
Toyota,101900,Gasoline,Automatic,Black,Black,None reported,Yes,29000,9,270.0,4.0,6.0
Cadillac,159500,Gasoline,Automatic,Black,Black,Accident reported,Yes,18800,10,420.0,6.2,8.0
Subaru,68860,Gasoline,Automatic,Silver,Other,Accident reported,Yes,15000,10,175.0,2.5,4.0
Tesla,43000,Unknown,Automatic,Red,Black,Accident reported,Yes,30499,7,271.0,,
Ford,182000,Gasoline,Automatic,Black,Black,Accident reported,Yes,16500,8,365.0,3.5,6.0
Tesla,21404,Unknown,Automatic,White,White,None reported,Yes,49500,3,425.0,,
Ford,81000,Gasoline,Unknown,Black,Black,None reported,Yes,27000,8,365.0,3.5,6.0
Chevrolet,62257,Gasoline,Automatic,Other,Other,None reported,Unknown,42590,4,,5.3,
BMW,91798,Hybrid,Automatic,White,Black,None reported,Unknown,22998,9,,,
BMW,82000,Gasoline,Automatic,Grey,Black,Accident reported,Yes,20000,14,320.0,3.0,6.0
Ford,207100,Gasoline,Automatic,Black,Grey,Accident reported,Yes,15000,13,365.0,3.5,6.0
Land,450,Hybrid,Automatic,Blue,Black,None reported,Yes,124000,2,395.0,3.0,6.0
Porsche,77945,Gasoline,Automatic,Blue,Other,Accident reported,Yes,30000,9,310.0,3.6,6.0
Kia,15583,Hybrid,Automatic,Black,Grey,None reported,Unknown,40599,3,,1.6,
BMW,37100,Gasoline,Automatic,White,Black,Accident reported,Yes,26125,8,335.0,3.0,6.0
Maserati,51000,Gasoline,Unknown,Blue,Other,Accident reported,Yes,18000,19,394.0,4.2,8.0
Ford,94000,Gasoline,Automatic,White,Black,None reported,Yes,26000,8,325.0,2.7,6.0
Land,121886,Gasoline,Automatic,White,Other,Accident reported,Yes,6000,22,217.0,4.6,8.0
Ford,157500,Gasoline,Automatic,Green,Grey,Accident reported,Yes,15000,17,300.0,5.4,8.0
Ford,138415,Gasoline,Automatic,Silver,Black,Accident reported,Yes,15500,11,365.0,3.5,6.0
Land,110000,Gasoline,Automatic,Silver,Black,None reported,Yes,10200,13,375.0,5.0,8.0
Cadillac,8532,Diesel,Automatic,Black,Black,None reported,Unknown,109900,2,,3.0,
GMC,12941,Gasoline,Automatic,White,Black,Accident reported,Yes,51500,4,355.0,5.3,8.0
BMW,69764,Gasoline,Manual,Black,Black,None reported,Yes,19500,16,300.0,3.0,6.0
Porsche,90000,Gasoline,Manual,Silver,Black,Unknown,Unknown,24000,22,315.0,3.6,6.0
Audi,8193,Hybrid,Automatic,Silver,Black,None reported,Unknown,42598,3,,,
Lexus,43277,Gasoline,Automatic,Other,Black,None reported,Unknown,43599,5,,3.5,
Audi,26500,Gasoline,Automatic,Grey,Black,Accident reported,Yes,38000,7,354.0,3.0,6.0
Chevrolet,36021,Gasoline,Automatic,Red,Black,Unknown,Unknown,35670,6,,2.7,
Chevrolet,25462,Gasoline,Automatic,Grey,Black,None reported,Unknown,36139,6,,3.6,
Audi,35850,Gasoline,Automatic,White,Black,None reported,Yes,33000,7,252.0,2.0,4.0
Mazda,77700,Gasoline,Manual,Red,Black,None reported,Yes,6300,17,156.0,2.3,4.0
Jaguar,23600,Hybrid,Automatic,Black,Black,None reported,Yes,42999,4,296.0,2.0,4.0
Ferrari,8870,Gasoline,Automatic,Other,Other,None reported,Yes,215000,6,,3.9,
Toyota,122000,Gasoline,Manual,Blue,Grey,None reported,Yes,7800,24,140.0,1.8,4.0
Ford,245000,Diesel,Automatic,Black,Other,Accident reported,Yes,17999,22,325.0,6.0,8.0
Porsche,4700,Gasoline,Manual,White,Black,None reported,Yes,134000,3,414.0,4.0,6.0
Subaru,84100,Gasoline,Manual,Grey,Black,None reported,Yes,34000,9,305.0,2.5,4.0
Audi,33000,Hybrid,Automatic,Black,Black,None reported,Yes,40000,4,248.0,2.0,4.0
Tesla,10065,Unknown,Automatic,Red,White,None reported,Unknown,59999,7,,,
Mercedes-Benz,3811,Gasoline,Automatic,Black,Black,None reported,Yes,148500,7,577.0,4.0,8.0
Acura,44457,Gasoline,Unknown,Black,Other,None reported,Unknown,40598,4,,,
Audi,139355,Gasoline,Automatic,Black,Black,None reported,Yes,20900,12,333.0,3.0,6.0
Lotus,9100,Gasoline,Manual,Black,White,None reported,Yes,55000,15,276.0,3.5,6.0
Mercedes-Benz,10500,Gasoline,Automatic,Silver,Brown,None reported,Yes,77900,6,463.0,4.0,8.0
Chevrolet,5006,Gasoline,Automatic,Other,Black,None reported,Unknown,59590,2,,5.3,
Hyundai,55000,Gasoline,Manual,White,Red,Unknown,Unknown,18000,12,260.0,2.0,4.0
BMW,33500,Gasoline,Automatic,Grey,Black,None reported,Yes,71000,4,503.0,3.0,6.0
BMW,126500,Gasoline,Automatic,White,Black,None reported,Yes,15000,11,300.0,3.0,6.0
Land,79000,Gasoline,Automatic,Red,Red,None reported,Yes,24000,9,240.0,2.0,4.0
Porsche,19000,Gasoline,Automatic,Grey,Black,None reported,Yes,145000,7,450.0,3.0,6.0
RAM,57000,Diesel,Automatic,Blue,Grey,None reported,Yes,52000,4,400.0,6.7,6.0
BMW,4880,Gasoline,Automatic,White,Black,None reported,Unknown,57998,5,,,
Acura,6523,Hybrid,Automatic,White,Other,None reported,Unknown,143900,7,,3.5,
Mercedes-Benz,127000,Gasoline,Automatic,White,Other,None reported,Yes,14000,20,302.0,5.0,8.0
Lexus,89500,Gasoline,Automatic,Black,Black,None reported,Yes,15999,23,300.0,4.3,8.0
Chevrolet,97000,Gasoline,Automatic,White,Grey,None reported,Yes,27500,25,200.0,4.3,6.0
Buick,31181,Gasoline,Automatic,Other,Other,Accident reported,Yes,42442,4,,3.6,
Lexus,16425,Hybrid,Automatic,Grey,Black,Accident reported,Unknown,33200,5,,2.5,
Lexus,11238,Gasoline,Automatic,Silver,Black,None reported,Unknown,54798,3,,,
Chevrolet,97146,E85 Flex Fuel,Unknown,Black,Grey,Accident reported,Yes,7999,20,295.0,5.3,8.0
Mercedes-Benz,36670,Gasoline,Automatic,White,Other,None reported,Unknown,39998,10,,,
Chevrolet,44800,Gasoline,Automatic,Black,Black,None reported,Yes,52500,6,420.0,6.2,8.0
Ford,150000,Gasoline,Automatic,Black,Grey,Accident reported,Yes,17100,10,310.0,3.5,6.0
INFINITI,38400,Gasoline,Automatic,Blue,Other,None reported,Yes,32100,5,295.0,3.5,6.0
Bentley,7960,Gasoline,Automatic,White,White,None reported,Yes,81500,17,552.0,6.0,12.0
Nissan,117000,Gasoline,Automatic,Silver,Black,Accident reported,Yes,9975,18,306.0,3.5,6.0
Rivian,159,Unknown,Automatic,White,Black,None reported,Yes,95500,2,533.0,,
McLaren,30200,Gasoline,Unknown,Orange,Black,None reported,Yes,139000,8,562.0,3.8,8.0
Nissan,91545,Gasoline,Automatic,Silver,Black,None reported,Yes,8999,13,175.0,2.5,4.0
Land,110000,E85 Flex Fuel,Automatic,Black,Other,Accident reported,Yes,26499,10,510.0,5.0,8.0
BMW,105100,Gasoline,Automatic,Grey,Black,Accident reported,Yes,23300,8,300.0,3.0,6.0
INFINITI,110000,Gasoline,Unknown,White,Other,None reported,Yes,15600,13,400.0,5.6,8.0
Ford,81778,Gasoline,Automatic,Black,Grey,None reported,Yes,32769,6,,3.5,
Lexus,168422,Hybrid,Automatic,Black,Other,Accident reported,Yes,10900,15,245.0,3.5,6.0
Maserati,80500,Gasoline,Automatic,Black,Black,None reported,Yes,34900,7,424.0,3.0,6.0
Volvo,81200,Gasoline,Automatic,Black,Black,Accident reported,Yes,28825,7,316.0,2.0,4.0
Lamborghini,6246,Gasoline,Automatic,Other,Other,None reported,Yes,267950,5,,5.2,
Jeep,20172,Gasoline,Unknown,Grey,Black,None reported,Yes,47500,8,285.0,3.6,6.0
Hummer,145000,Gasoline,Automatic,Green,Black,None reported,Yes,22500,20,325.0,6.0,8.0
Ford,162000,Gasoline,Automatic,Grey,Black,Accident reported,Yes,7500,16,262.0,3.5,6.0
Porsche,13554,Gasoline,Manual,Blue,Black,None reported,Yes,124995,5,414.0,4.0,6.0
Toyota,59700,Gasoline,Automatic,Green,Grey,None reported,Yes,9500,18,268.0,3.5,6.0
Mercedes-Benz,30930,Gasoline,Automatic,Black,Black,None reported,Unknown,28900,5,,2.0,
BMW,51983,Gasoline,Manual,Grey,White,None reported,Yes,19999,16,300.0,3.0,6.0
Chevrolet,22000,Gasoline,Manual,Blue,Black,None reported,Yes,50000,3,455.0,6.2,8.0
Volkswagen,16800,Unknown,Automatic,Grey,Black,None reported,Yes,45000,2,295.0,,
Chevrolet,16000,Diesel,Automatic,Black,Black,Accident reported,Yes,73995,3,445.0,6.6,8.0
Nissan,22295,Gasoline,Automatic,Other,Grey,None reported,Unknown,23599,5,,2.5,
Bentley,33000,Gasoline,Automatic,Other,Other,None reported,Yes,188500,5,542.0,4.0,8.0
Toyota,1025,Hybrid,Automatic,Black,Black,None reported,Yes,85000,2,437.0,3.4,6.0
Acura,89190,Gasoline,Automatic,Grey,White,Accident reported,Yes,15499,12,305.0,3.7,6.0
Toyota,53550,Gasoline,Automatic,Blue,Grey,None reported,Yes,39687,5,,3.5,
Ford,56946,Gasoline,Automatic,Silver,Other,None reported,Yes,26299,4,,2.0,
Jaguar,11684,Gasoline,Automatic,Black,Black,None reported,Yes,54900,9,550.0,5.0,8.0
GMC,45617,Gasoline,Automatic,White,Grey,None reported,Yes,51000,7,420.0,6.2,8.0
Chevrolet,75466,Gasoline,Automatic,Grey,Black,None reported,Yes,34500,7,355.0,5.3,8.0
Maserati,19513,Gasoline,Automatic,Black,Black,Accident reported,Yes,84645,4,,3.8,
Subaru,15636,Gasoline,Automatic,Black,Black,None reported,Unknown,33531,4,,2.5,
Mercedes-Benz,69600,Gasoline,Automatic,Black,Black,None reported,Yes,40888,7,362.0,3.0,6.0
Mercedes-Benz,138050,Gasoline,Automatic,White,Other,None reported,Yes,16500,14,335.0,4.7,8.0
Ford,132269,E85 Flex Fuel,Automatic,Grey,Black,None reported,Yes,35900,8,385.0,6.2,8.0
Hyundai,45815,Gasoline,Unknown,Silver,Black,None reported,Yes,37700,5,291.0,3.8,6.0
Ford,25352,Gasoline,Automatic,Grey,Black,None reported,Yes,48459,4,,3.5,
Mercedes-Benz,120000,Gasoline,Automatic,Silver,Black,None reported,Yes,8995,17,268.0,3.5,6.0
Chevrolet,75151,Gasoline,Manual,Grey,Black,Accident reported,Yes,45000,7,455.0,6.2,8.0
Jeep,74139,Gasoline,Manual,Red,Black,None reported,Yes,23000,9,285.0,3.6,6.0
Chevrolet,170443,Unknown,Automatic,Red,Other,Accident reported,Yes,6000,31,,,
Jaguar,70000,Unknown,Automatic,Gold,Other,None reported,Yes,19000,30,,,
BMW,68500,Gasoline,Unknown,Black,Black,None reported,Yes,17800,13,400.0,4.4,8.0
Lexus,37366,Gasoline,Automatic,White,Other,Unknown,Unknown,51890,5,,4.6,
Tesla,35315,Unknown,Automatic,White,Black,None reported,Yes,66900,4,670.0,,
Volkswagen,61000,Gasoline,Automatic,White,Black,None reported,Yes,15995,8,150.0,1.4,4.0
Jeep,12050,Gasoline,Automatic,White,Black,None reported,Unknown,41599,3,,3.6,
Jaguar,150000,Gasoline,Automatic,Green,White,Accident reported,Yes,9875,24,290.0,4.0,8.0
Porsche,46200,Gasoline,Unknown,Grey,Grey,Accident reported,Yes,41500,9,340.0,3.0,6.0
Mercedes-Benz,88000,Gasoline,Automatic,Silver,Black,None reported,Yes,15500,11,302.0,3.5,6.0
Mercedes-Benz,47000,Gasoline,Automatic,Silver,Black,None reported,Yes,30089,10,362.0,3.0,6.0
Land,50340,Gasoline,Automatic,White,Other,Accident reported,Yes,47000,8,380.0,3.0,6.0
Mercedes-Benz,67800,Gasoline,Automatic,Black,Black,None reported,Yes,13999,15,268.0,3.5,6.0
Dodge,150000,Gasoline,Manual,Black,Grey,Accident reported,Yes,5500,23,175.0,3.9,6.0
Chevrolet,13500,Gasoline,Manual,Black,Black,Accident reported,Yes,54000,7,650.0,6.2,8.0
Hummer,101750,Gasoline,Automatic,White,Black,None reported,Yes,12900,18,242.0,3.7,5.0
Honda,18385,Gasoline,Automatic,Red,Other,None reported,Yes,37950,3,280.0,3.5,6.0
Nissan,123500,Gasoline,Automatic,Grey,Other,Accident reported,Yes,13500,17,306.0,3.5,6.0
GMC,117000,E85 Flex Fuel,Automatic,Silver,Silver,None reported,Yes,38000,8,342.0,6.0,8.0
Mercedes-Benz,86121,Gasoline,Automatic,Grey,Black,None reported,Yes,13600,15,268.0,3.5,6.0
Lexus,22466,Gasoline,Automatic,White,Black,None reported,Yes,45900,5,301.0,4.6,8.0
Nissan,80000,Gasoline,Automatic,Silver,Black,None reported,Yes,23800,8,390.0,5.6,8.0
Chrysler,23152,Gasoline,Automatic,White,White,None reported,Yes,28250,5,292.0,3.6,6.0
Dodge,91300,Gasoline,Automatic,Yellow,Other,None reported,Yes,9200,19,350.0,5.7,8.0
Nissan,45000,Gasoline,Automatic,Black,Black,None reported,Yes,28999,5,284.0,3.5,6.0
Rivian,1885,Unknown,Automatic,Green,White,None reported,Yes,93500,2,835.0,,
Ford,73049,Gasoline,Automatic,Grey,Black,Accident reported,Yes,30510,7,,3.5,
Nissan,7250,Gasoline,Automatic,Black,Black,None reported,Yes,38000,4,400.0,5.6,8.0
Jaguar,44000,Gasoline,Automatic,Black,Black,None reported,Yes,29000,6,246.0,2.0,4.0
Ford,85500,Gasoline,Unknown,Black,Black,None reported,Yes,26900,11,411.0,6.2,8.0
GMC,18083,Gasoline,Automatic,Other,Black,None reported,Yes,43999,4,,3.6,
Lamborghini,22703,Gasoline,Manual,Black,Black,None reported,Yes,220000,20,571.0,6.2,12.0
Chevrolet,111000,Gasoline,Automatic,Blue,Black,None reported,Yes,10900,14,312.0,3.6,6.0
GMC,115000,Gasoline,Automatic,White,Brown,None reported,Yes,14000,12,288.0,3.6,6.0
Chevrolet,33400,Gasoline,Automatic,White,Black,None reported,Yes,28000,4,250.0,2.0,4.0
Toyota,136000,Gasoline,Automatic,Black,Other,None reported,Yes,12500,18,273.0,4.7,8.0
Lexus,26800,Gasoline,Automatic,Black,Red,None reported,Yes,44000,4,311.0,3.5,6.0
Tesla,30000,Unknown,Automatic,White,White,None reported,Yes,51999,3,455.0,,
Dodge,251634,Gasoline,Automatic,Silver,Black,None reported,Yes,10500,17,425.0,6.1,8.0
Chrysler,119000,Gasoline,Automatic,Blue,Other,None reported,Yes,3500,20,250.0,3.5,6.0
Cadillac,28121,Gasoline,Automatic,Black,Black,None reported,Unknown,89000,4,,6.2,
Chrysler,111000,Gasoline,Automatic,Blue,Grey,None reported,Yes,7900,16,197.0,3.8,6.0
Mazda,116500,Gasoline,Automatic,Blue,Black,None reported,Yes,14311,9,,2.5,
Acura,199296,Gasoline,Automatic,Black,Grey,None reported,Yes,4900,20,270.0,3.2,6.0
Chevrolet,202,Gasoline,Unknown,White,Red,None reported,Yes,179000,2,670.0,5.5,8.0
Tesla,11200,Unknown,Automatic,White,Black,None reported,Yes,47500,4,455.0,,
Volvo,56536,Gasoline,Automatic,White,Other,None reported,Unknown,26599,5,,2.0,
Chevrolet,49600,Gasoline,Automatic,Blue,Black,None reported,Yes,32500,9,455.0,6.2,8.0
Acura,13600,Gasoline,Automatic,Blue,White,None reported,Yes,65000,2,355.0,3.0,6.0
Volkswagen,59700,Gasoline,Automatic,Blue,White,None reported,Yes,10000,18,200.0,2.0,4.0
Dodge,19000,Gasoline,Unknown,Purple,Grey,None reported,Yes,44888,7,485.0,6.4,8.0
Chevrolet,17300,Gasoline,Manual,Black,Black,None reported,Yes,33999,23,405.0,5.7,8.0
Mercedes-Benz,91140,Gasoline,Automatic,Grey,Black,None reported,Yes,13500,11,208.0,2.0,4.0
BMW,33000,Gasoline,Automatic,Grey,Black,None reported,Yes,65000,10,560.0,4.4,8.0
Jeep,52775,Gasoline,Automatic,Grey,Black,None reported,Yes,39799,6,285.0,3.6,6.0
Mitsubishi,113000,Gasoline,Manual,White,Black,None reported,Yes,5800,14,148.0,2.0,4.0
Porsche,13000,Gasoline,Automatic,Black,Other,None reported,Yes,60000,3,261.0,2.0,4.0
Mercedes-Benz,77925,Gasoline,Unknown,Silver,Black,None reported,Yes,16500,16,268.0,3.5,6.0
Dodge,106500,Unknown,Automatic,White,White,Accident reported,Yes,22500,14,,,
Mazda,15175,Gasoline,Automatic,White,Other,Accident reported,Unknown,19212,7,,2.5,
Audi,137000,Gasoline,Automatic,White,Grey,None reported,Yes,10995,8,186.0,2.0,4.0
BMW,111000,Gasoline,Automatic,Grey,Other,Accident reported,Yes,15000,10,240.0,2.0,4.0
Land,49208,Gasoline,Unknown,Black,Black,None reported,Yes,62425,6,380.0,3.0,6.0
Audi,44000,Gasoline,Automatic,Grey,Black,None reported,Yes,39000,7,354.0,3.0,6.0
Porsche,26000,Gasoline,Automatic,Grey,Black,None reported,Yes,45500,8,300.0,2.0,4.0
Chevrolet,1800,Gasoline,Automatic,Blue,Black,None reported,Yes,76000,5,490.0,6.2,8.0
Lamborghini,3771,Gasoline,Automatic,Other,Other,None reported,Unknown,259991,4,,4.0,
Maserati,50000,Gasoline,Automatic,White,Black,None reported,Yes,26497,13,425.0,4.7,8.0
Subaru,93000,Gasoline,Automatic,Silver,Black,Accident reported,Yes,16000,7,152.0,2.0,4.0
Mercedes-Benz,15000,Gasoline,Automatic,Grey,Black,None reported,Yes,129000,5,550.0,4.0,8.0
Mazda,119500,Gasoline,Unknown,Silver,Black,None reported,Yes,15000,9,184.0,2.5,4.0
Porsche,50000,Gasoline,Automatic,Blue,Red,None reported,Yes,36000,9,340.0,3.0,6.0
Porsche,85000,Gasoline,Automatic,Grey,Other,Unknown,Unknown,21500,14,300.0,3.6,6.0
Genesis,48000,Gasoline,Automatic,Black,Black,None reported,Yes,29999,6,365.0,3.3,6.0
Jeep,11756,Gasoline,Automatic,Other,Black,Accident reported,Unknown,33400,4,,2.0,
Audi,50400,Gasoline,Unknown,White,Other,None reported,Yes,28500,7,252.0,2.0,4.0
BMW,153600,Gasoline,Manual,Black,Black,None reported,Yes,17500,13,300.0,3.0,6.0
Land,1869,Gasoline,Automatic,Grey,Other,None reported,Yes,164725,2,,4.4,
Dodge,31917,Gasoline,Automatic,Grey,Black,None reported,Yes,64683,3,475.0,6.4,8.0
BMW,56235,Gasoline,Manual,Orange,Orange,None reported,Yes,50500,9,425.0,3.0,6.0
Ford,28724,Gasoline,Manual,Grey,Black,Accident reported,Yes,18300,6,197.0,1.6,4.0
Lincoln,124400,Gasoline,Automatic,White,Black,Accident reported,Yes,9500,10,305.0,3.7,6.0
Chevrolet,137000,Gasoline,Automatic,Black,Black,None reported,Yes,46000,5,355.0,5.3,8.0
Ferrari,38686,Gasoline,Unknown,White,Red,None reported,Yes,99999,20,483.0,4.3,8.0
Ford,6600,Gasoline,Automatic,Blue,Black,Accident reported,Yes,72900,3,430.0,7.3,8.0
Mercedes-Benz,67200,Gasoline,Automatic,Silver,Black,None reported,Yes,11500,18,228.0,3.0,6.0
Porsche,16554,Gasoline,Automatic,White,Other,None reported,Unknown,51698,4,,,
BMW,15736,Hybrid,Automatic,Blue,Brown,None reported,Yes,67900,2,389.0,3.0,6.0
Mercedes-Benz,153460,Gasoline,Automatic,Gold,Gold,Accident reported,Yes,5800,20,302.0,5.0,8.0
Acura,70000,Gasoline,Automatic,Black,Black,Accident reported,Yes,15051,13,305.0,3.7,6.0
Hyundai,143898,Gasoline,Automatic,Grey,Brown,None reported,Yes,9950,14,378.0,4.6,8.0
Mercedes-Benz,26190,Gasoline,Automatic,Gold,Other,None reported,Yes,22000,22,302.0,5.0,8.0
Toyota,209193,Gasoline,Automatic,Black,Other,None reported,Yes,15900,25,230.0,4.7,8.0
RAM,27839,Gasoline,Automatic,Other,Black,None reported,Yes,41688,7,,6.4,
Chevrolet,141195,E85 Flex Fuel,Automatic,White,Other,Unknown,Unknown,28499,7,,6.0,
Porsche,20250,Gasoline,Automatic,White,Other,None reported,Yes,68500,3,375.0,2.9,6.0
Jeep,18333,Gasoline,Automatic,Red,Black,None reported,Unknown,41599,3,,3.6,
Mercedes-Benz,35000,Gasoline,Automatic,Red,Other,None reported,Yes,29998,11,302.0,3.5,6.0
Dodge,133255,Gasoline,Automatic,Silver,Grey,None reported,Yes,4000,19,250.0,3.5,6.0
Porsche,14526,Gasoline,Automatic,Black,Other,None reported,Unknown,79998,4,,,
Mercedes-Benz,43690,Gasoline,Automatic,Black,Black,None reported,Yes,23500,11,402.0,4.7,8.0
Porsche,29136,Gasoline,Automatic,White,Red,None reported,Unknown,58598,5,,,
Cadillac,72060,Gasoline,Automatic,Black,Other,None reported,Unknown,24590,8,,3.6,
Toyota,8800,Gasoline,Automatic,Silver,Black,None reported,Yes,68500,2,389.0,3.4,6.0
Nissan,85768,Gasoline,Automatic,White,Black,Accident reported,Yes,8250,10,109.0,1.6,4.0
Mercedes-Benz,2235,Hybrid,Unknown,Grey,Red,None reported,Yes,110000,3,429.0,3.0,6.0
Buick,121521,Gasoline,Automatic,Other,Other,None reported,Yes,26772,6,,3.6,
Porsche,23700,Gasoline,Unknown,Black,Black,None reported,Yes,144940,10,475.0,3.8,6.0
BMW,124000,Gasoline,Automatic,White,Other,None reported,Yes,11900,12,230.0,3.0,6.0
Acura,32260,Gasoline,Automatic,Black,Black,None reported,Yes,20999,7,201.0,2.4,4.0
Lexus,92000,Gasoline,Automatic,Black,Black,None reported,Yes,28000,10,301.0,4.6,8.0
Toyota,269885,Gasoline,Automatic,Black,Other,Accident reported,Yes,22500,15,381.0,5.7,8.0
Chevrolet,51855,Gasoline,Automatic,Red,Red,None reported,Yes,35900,17,430.0,6.2,8.0
Mazda,124000,Gasoline,Manual,White,Other,Accident reported,Yes,12900,10,184.0,2.5,4.0
Jaguar,26000,Gasoline,Automatic,Blue,Red,None reported,Yes,52500,10,550.0,5.0,8.0
Audi,36500,Gasoline,Automatic,Grey,Silver,Accident reported,Yes,25500,7,220.0,2.0,4.0
Chevrolet,1400,Gasoline,Automatic,Black,Black,None reported,Yes,54900,3,455.0,6.2,8.0
Jeep,17000,Gasoline,Automatic,Black,Black,None reported,Yes,38500,7,285.0,3.6,6.0
Honda,42750,Gasoline,Automatic,Black,Black,None reported,Yes,25698,4,,1.5,
Porsche,67998,Gasoline,Manual,White,Other,None reported,Yes,30000,14,265.0,2.9,6.0
Ford,64500,Gasoline,Manual,Black,Red,Accident reported,Yes,16000,17,300.0,4.6,8.0
Toyota,102000,Gasoline,Manual,Blue,Black,None reported,Yes,24900,18,239.0,4.0,6.0
Land,145000,Gasoline,Automatic,Green,Other,None reported,Yes,15500,21,217.0,4.6,8.0
Porsche,50000,Gasoline,Automatic,Blue,Black,Accident reported,Yes,55000,7,350.0,2.5,4.0
Chevrolet,37622,Gasoline,Automatic,Blue,Other,None reported,Yes,25500,21,350.0,5.7,8.0
Toyota,89987,Gasoline,Automatic,Green,Other,None reported,Yes,9499,19,268.0,3.5,6.0
INFINITI,136390,Gasoline,Automatic,Black,Black,None reported,Yes,20470,10,,5.6,
Cadillac,90000,Unknown,Automatic,Green,Other,Accident reported,Yes,2990,31,,,
Chevrolet,27000,Gasoline,Unknown,Black,Other,None reported,Yes,33000,10,426.0,6.2,8.0
Jeep,144770,Gasoline,Automatic,Other,Other,Accident reported,Yes,6500,21,210.0,3.7,6.0
Toyota,157000,Gasoline,Unknown,Black,Other,None reported,Yes,23500,14,270.0,4.0,6.0
