Index,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
2781,BMW,528 i xDrive,2015,"125,500 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$12,950"
2120,Chevrolet,Avalanche 1500 LTZ,2007,"129,000 mi.",Gasoline,366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$17,950"
1524,BMW,330e iPerformance,2018,"45,253 mi.",Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$24,995"
3412,Jeep,Gladiator Overland,2020,"9,100 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,"$49,895"
2248,Jeep,Gladiator Rubicon,2020,"27,981 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"$47,500"
481,Audi,S4 3.0T Premium,2019,"18,603 mi.",Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Brilliant Black,Black,None reported,,"$42,900"
3159,Mitsubishi,Eclipse GT,2003,"146,000 mi.",Gasoline,200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$4,200"
2946,Hyundai,Sonata Sport 2.0T,2015,"82,900 mi.",Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$13,995"
1762,Mercedes-Benz,C-Class C300 4MATIC,2021,"11,111 mi.",Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,,"$38,998"
3254,Ford,F-150 Platinum,2018,"60,660 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,At least 1 accident or damage reported,Yes,"$46,900"
3384,Nissan,Armada SV,2017,"187,141 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$16,995"
2754,Ford,F-250 Lariat,2023,"3,763 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Red,Black,None reported,Yes,"$92,000"
2721,Ford,Explorer XLT,2017,"53,000 mi.",E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$25,000"
405,Hyundai,Tucson Limited,2008,"149,000 mi.",Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,None reported,Yes,"$3,850"
757,Rivian,R1S Adventure Package,2023,"2,108 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,"$91,000"
2641,Chevrolet,Suburban LTZ,2016,"135,484 mi.",Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Tungsten Metallic,Cocoa / Dune,,,"$29,748"
97,Lexus,RC 350 Base,2015,"48,000 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Red,None reported,Yes,"$32,900"
1333,BMW,X7 xDrive40i,2023,"14,360 mi.",Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,"$85,495"
3173,Subaru,BRZ Limited,2013,"46,452 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$22,888"
3695,Land,Rover Range Rover HSE,2011,"174,678 mi.",Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$9,500"
2788,RAM,2500 Laramie,2018,"98,650 mi.",Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$56,750"
2058,Chevrolet,Camaro 2SS,2018,"42,780 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$41,100"
3870,Ford,Escape PHEV SE,2022,"1,889 mi.",Plug-In Hybrid,221.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,White,Gray,None reported,Yes,"$32,850"
148,Land,Rover Range Rover Evoque Pure,2015,"84,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,"$22,800"
28,BMW,650 Gran Coupe i xDrive,2015,"69,000 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$25,700"
3150,Ford,Bronco XLT,1995,"195,000 mi.",–,–,A/T,Blue,Gray,None reported,Yes,"$15,000"
3795,Hummer,H2 Base,2008,"155,000 mi.",Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,"$37,000"
692,Honda,Civic EX,1993,"58,981 mi.",–,–,A/T,White,Beige,None reported,Yes,"$9,599"
1386,BMW,750 i xDrive,2020,"25,108 mi.",Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,"$66,000"
1845,Audi,R8 5.2 V10,2021,"6,397 mi.",Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Kemora Gray Metallic,Black / Express Red,None reported,,"$172,900"
2727,Chevrolet,Suburban RST,2022,"21,400 mi.",Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,Gray,Black,None reported,Yes,"$69,000"
1599,Land,Rover Range Rover P400 SE SWB,2022,"3,369 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,None reported,Yes,"$139,500"
701,Lexus,LX 600 Premium,2023,"1,500 mi.",Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,,,"$119,500"
1708,Mercedes-Benz,GLC 300 GLC 300,2022,"11,875 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,"$41,598"
454,Ferrari,California T,2015,"20,000 mi.",Gasoline,553.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,"$124,990"
2040,Audi,A6 3.0 TDI Premium Plus,2014,"42,400 mi.",Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"$26,500"
3088,BMW,X1 xDrive 28i,2017,"49,700 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$26,000"
2315,Volvo,C70 T5,2006,"61,000 mi.",Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,"$10,299"
609,Genesis,GV70 3.5T Sport,2022,"10,200 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$50,500"
167,Lexus,LX 470 Base,1999,"82,000 mi.",Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$25,000"
730,BMW,M6 Base,2015,"37,000 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Silver,None reported,Yes,"$45,950"
2864,Lexus,NX 300 Base,2021,"6,449 mi.",Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,,"$35,999"
3583,Porsche,Cayenne E-Hybrid S Platinum Edition,2017,"69,404 mi.",Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$29,500"
2646,Ford,Explorer Limited,2017,"152,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,"$15,499"
1622,Toyota,Sequoia TRD Pro,2023,600 mi.,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,"$91,995"
587,Rolls-Royce,Ghost Base,2010,"79,000 mi.",Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"$69,000"
1401,GMC,Sierra 2500 Base,2021,"8,210 mi.",Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$55,000"
1700,GMC,Yukon SLT,2017,"92,031 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$30,000"
2905,BMW,M550 i xDrive,2019,"7,580 mi.",Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$51,500"
3144,Ford,Shelby GT500 Base,2021,"19,200 mi.",Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$82,950"
1379,Chevrolet,Corvette Base,2008,"28,150 mi.",Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"$31,000"
2089,Jeep,Wrangler Sport,2001,"171,000 mi.",Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,"$15,000"
2175,Ford,Excursion Limited,2001,"333,361 mi.",Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$17,000"
2867,Lexus,SC 300 Base,1998,"165,000 mi.",Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,None reported,Yes,"$8,700"
2564,Jeep,Wrangler Unlimited Sport S,2018,"17,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$38,500"
3236,GMC,Sierra 1500 SLE,2015,"102,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$24,500"
441,Volkswagen,Tiguan 2.0T SE,2022,"11,000 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,"$27,900"
2051,Ford,Focus ST Base,2014,"110,000 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,"$9,495"
2541,Chevrolet,Silverado 2500 WT,2018,"141,195 mi.",E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,6-Speed Automatic,Summit White,Dark Ash,,,"$28,499"
1301,Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,"157,405 mi.",Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$10,750"
3382,Chevrolet,Corvette Stingray w/2LT,2022,"7,900 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,"$92,500"
1304,BMW,M4 Base,2018,"10,950 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,White,None reported,Yes,"$60,995"
236,Polestar,2 Launch Edition,2021,"12,172 mi.",,Electric,1-Speed Automatic,Thunder Gray,Charcoal,None reported,,"$35,999"
520,Chevrolet,Traverse LS,2022,"32,117 mi.",Gasoline,3.6L V6 24V GDI DOHC,Automatic,Northsky Blue Metallic,Jet Black,None reported,,"$33,299"
735,BMW,X7 xDrive50i,2019,"31,157 mi.",Gasoline,4.4 Liter GDI DOHC Twin Turbo,Automatic,Black,Blk,None reported,,"$65,998"
3539,Chevrolet,Colorado ZR2,2019,"38,900 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$34,700"
2106,Audi,S6 4.0T,2015,"74,000 mi.",Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,"$29,950"
592,Volvo,S80 3.2,2010,"90,050 mi.",Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,Yes,"$5,800"
1303,Land,Rover Range Rover 3.0L Supercharged HSE,2018,"73,101 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,"$42,950"
1387,Land,Rover Range Rover 3.0L Supercharged HSE,2016,"103,000 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$33,999"
2591,BMW,M3 Competition,2022,"14,269 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Orange,None reported,Yes,"$80,000"
2958,RAM,1500 Rebel,2021,"32,000 mi.",Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,"$50,927"
3722,Nissan,Kicks S,2022,"19,877 mi.",Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Super Black,Charcoal,None reported,,"$18,999"
904,Cadillac,Escalade Luxury,2013,"95,570 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$22,000"
3387,Acura,RLX Advance Package,2016,"102,665 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$15,450"
1279,Mercedes-Benz,E-Class E 350,2012,"59,600 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"$19,900"
3189,Ford,Flex SEL,2011,"149,000 mi.",Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,"$7,999"
3844,Ford,F-250 XL,2020,"36,000 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,"$44,000"
2308,BMW,228 Gran Coupe i xDrive,2020,"10,426 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black Sapphire Metallic,Oyster/Black,None reported,,"$30,798"
3381,Kia,Sorento Plug-In Hybrid SX Prestige,2022,"10,101 mi.",Plug-In Hybrid,261.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,6-Speed A/T,White,–,None reported,Yes,"$44,990"
3275,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,"28,755 mi.",Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,"$61,350"
3164,Tesla,Model Y Long Range,2020,"19,800 mi.",,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,"$44,990"
706,Toyota,Supra A91-MT Edition,2023,"1,500 mi.",Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Orange,None reported,Yes,"$84,900"
3523,Chrysler,300M Base,2004,"45,000 mi.",Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$6,000"
745,Kia,Sportage Plug-In Hybrid X-Line,2023,"1,340 mi.",Plug-In Hybrid,177.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,None reported,Yes,"$41,000"
1939,Nissan,Titan SV,2023,"6,200 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Gray,None reported,Yes,"$48,000"
3268,BMW,650 i,2006,"122,141 mi.",Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$10,500"
513,BMW,Z4 2.5i Roadster,2005,"138,000 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,"$9,950"
81,Porsche,Cayman GTS,2015,"11,500 mi.",Gasoline,340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,–,None reported,Yes,"$72,000"
1308,Toyota,4Runner TRD Pro,2016,"98,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$36,000"
3897,BMW,X5 xDrive 35i Sport Activity,2012,"122,600 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$12,900"
914,Bentley,Continental GT V8,2022,"10,972 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Red,Black,None reported,Yes,"$217,950"
3682,Tesla,Model S 90D,2016,"74,122 mi.",,417.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$35,900"
3666,Lamborghini,Huracan EVO Coupe,2021,"5,718 mi.",Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Arancio Borealis,Nero Ade,None reported,,"$279,991"
774,Cadillac,CTS Premium,2013,"105,000 mi.",Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$12,000"
329,Mercedes-Benz,AMG G 63 Base,2019,"19,593 mi.",Gasoline,4.0 Liter Twin Turbo,Automatic,Black,Black,None reported,,"$159,998"
2054,Toyota,Highlander XLE,2019,"81,301 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,None reported,Yes,"$30,275"
2001,Mercedes-Benz,E-Class E 550,2016,"49,643 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$33,995"
943,Nissan,Leaf SV PLUS,2023,"7,089 mi.",,214.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$29,895"
822,Lincoln,Navigator Base,2008,"149,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,"$10,099"
909,Jeep,Liberty Limited,2010,"107,000 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$5,900"
2516,Mercedes-Benz,AMG GT C,2020,"15,000 mi.",Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$129,000"
181,Ford,Explorer Timberline,2021,"25,240 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,,"$39,951"
164,Nissan,GT-R Premium,2020,"16,010 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$114,000"
1523,Dodge,Durango GT,2021,"20,386 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Billet Clearcoat Metallic,Black,None reported,,"$32,999"
451,Audi,e-tron Prestige,2019,"33,012 mi.",,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,"$38,000"
2538,Mercedes-Benz,SL-Class SL500 Roadster,2003,"26,190 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,"$22,000"
1311,Jaguar,XJ Base,2013,"112,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,"$8,800"
1111,Mercedes-Benz,Metris Base,2018,"58,350 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$29,497"
3311,Chevrolet,Corvette Stingray w/3LT,2020,"5,194 mi.",Gasoline,6.2L V8 16V GDI OHV,8-Speed Automatic with Auto-Shift,Arctic White,Tension,None reported,,"$87,500"
1287,Chevrolet,Suburban 1500 LT,2015,"179,200 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,"$16,000"
327,BMW,M550 i xDrive,2020,"40,000 mi.",Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,"$53,000"
1790,Mazda,MX-5 Miata Shinsen,2003,"46,873 mi.",Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,None reported,Yes,"$11,500"
2490,Acura,TL 3.2,2005,"199,296 mi.",Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$4,900"
3543,Dodge,Charger SRT8,2008,"98,231 mi.",Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$15,500"
2007,RAM,1500 Big Horn,2020,"25,396 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Maximum Steel Metallic,Black,None reported,Yes,"$43,250"
1858,Ford,Bronco Sport Base,2022,"13,865 mi.",Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Shadow Black,Ebony,None reported,Yes,"$29,182"
312,Maserati,Ghibli S Q4 GranSport,2020,"25,721 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Nero,None reported,Yes,"$52,645"
832,Ford,F-250 XLT SuperCab Super Duty,2008,"149,460 mi.",Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$12,240"
1201,BMW,X6 M Base,2021,"18,000 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$94,000"
3918,Porsche,911 Carrera Cabriolet,1996,"38,000 mi.",–,–,Transmission w/Dual Shift Mode,Blue,Gray,,,"$75,000"
2615,Cadillac,CTS 3.6L Premium Luxury,2019,"136,150 mi.",Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,"$22,500"
2134,Lexus,LX 570 Three-Row,2021,"48,300 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,"$82,000"
2209,Tesla,Model 3 Standard Range Plus,2019,"32,300 mi.",,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$29,000"
3082,BMW,335 i,2011,"73,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"$16,000"
1481,Acura,TLX Type S w/Performance Tire,2023,"1,798 mi.",Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$53,000"
777,Chevrolet,Silverado 1500 1LT,2018,"81,000 mi.",E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,"$32,000"
799,Tesla,Model S 70D,2015,"62,089 mi.",,329.0HP Electric Motor Electric Fuel System,A/T,Black,Beige,None reported,Yes,"$29,975"
54,Mercedes-Benz,CLA-Class CLA 250,2016,"120,000 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$19,800"
1920,Kia,Telluride SX,2020,"38,000 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,None reported,Yes,"$41,999"
3562,Toyota,Prius v Three,2016,"86,300 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$18,000"
2918,RAM,3500 Laramie,2022,"16,648 mi.",Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,,"$70,999"
1701,Lexus,GS 350 Base,2016,"128,032 mi.",Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$18,000"
2161,Porsche,911 GT3,2015,"13,250 mi.",Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Gray,None reported,Yes,"$154,900"
3749,Dodge,Ram 2500 Quad Cab,2001,"171,079 mi.",Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,A/T,Silver,Gray,None reported,Yes,"$27,500"
987,Mercedes-Benz,C-Class 4MATIC Sedan,2022,"9,612 mi.",Gasoline,"2L I-4 gasoline direct injection, DOHC, variable valve control,","Automatic, 9-Spd 9G-Tronic",–,–,None reported,,"$43,900"
3270,Ford,Edge Titanium,2017,"113,294 mi.",Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$16,500"
2856,Honda,Element EX,2008,"122,000 mi.",Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"$10,500"
1394,BMW,X6 xDrive40i,2023,"16,307 mi.",Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Red,White,None reported,Yes,"$71,400"
768,Hyundai,Tucson SE,2018,"66,126 mi.",Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,Dazzling White,Gray,None reported,,"$19,190"
3538,BMW,M4 Competition,2021,"12,500 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,"$90,000"
285,Porsche,911 Carrera 4S,2020,"25,568 mi.",Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Manual,Red,Black,None reported,Yes,"$134,999"
3516,Ford,Transit-350 Base,2020,"19,400 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$58,000"
428,Lincoln,MKS EcoBoost,2016,"38,100 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,"$21,000"
